X,Y,GRUP
-169,-179,4
17,-93,1
-163,-102,3
104,-20,6
-172,-172,4
107,-36,6
-179,-166,4
-35,10,2
-144,-118,3
-58,19,2
-65,-70,5
112,-26,6
-1,-85,1
-46,11,2
118,-27,6
122,-22,6
-152,-109,3
-118,-87,3
177,171,0
-65,-78,5
189,173,0
-64,-80,5
164,164,0
167,165,0
-142,-97,3
-47,33,2
193,178,0
-166,-166,4
135,-33,6
-45,10,2
190,153,0
-170,-174,4
-67,18,2
112,-14,6
18,-73,1
-76,-91,5
-64,-80,5
18,-67,1
22,-94,1
-157,-170,4
123,-15,6
169,175,0
-64,21,2
-40,-1,2
-52,-81,5
111,-13,6
125,-12,6
33,-83,1
119,-23,6
-54,36,2
19,-76,1
-137,-101,3
20,-74,1
-65,-83,5
116,-15,6
180,168,0
186,191,0
125,-13,6
39,-88,1
24,-84,1
176,165,0
130,-31,6
113,-27,6
-170,-168,4
-140,-106,3
169,183,0
-46,13,2
-182,-165,4
-54,-89,5
-79,-86,5
135,-29,6
-52,31,2
-46,21,2
-76,-79,5
123,-22,6
127,-26,6
166,172,0
0,-72,1
-162,-170,4
122,-23,6
-69,16,2
24,-86,1
-128,-97,3
-64,20,2
14,-64,1
-61,-66,5
-169,-170,4
-76,-67,5
-173,-170,4
-161,-162,4
-180,-176,4
120,-37,6
-151,-100,3
-67,16,2
120,-39,6
111,-38,6
-31,7,2
-31,27,2
-157,-99,3
-91,-88,5
-88,-72,5
-45,26,2
-65,26,2
125,-19,6
-69,-87,5
-53,26,2
-53,14,2
-143,-90,3
128,-36,6
-71,-76,5
194,171,0
-155,-95,3
-161,-89,3
119,-10,6
-159,-170,4
172,182,0
-160,-109,3
-59,-72,5
-173,-172,4
7,-97,1
-68,-77,5
-150,-115,3
-72,-85,5
-43,31,2
-153,-96,3
-173,-177,4
-55,-80,5
-52,-66,5
-55,-61,5
-73,-81,5
-39,3,2
-173,-168,4
-52,5,2
-140,-101,3
-75,-68,5
-163,-94,3
123,-19,6
-173,-176,4
-161,-92,3
-174,-174,4
-124,-100,3
-169,-164,4
-63,-86,5
-166,-97,3
-36,29,2
31,-70,1
25,-83,1
-140,-93,3
103,-15,6
-58,35,2
116,-19,6
176,171,0
-4,-92,1
-75,-70,5
128,-12,6
-71,-75,5
-61,4,2
-29,22,2
-160,-89,3
18,-74,1
-166,-172,4
-69,-92,5
-151,-90,3
32,-96,1
183,189,0
176,170,0
118,-2,6
-38,23,2
168,150,0
20,-67,1
-24,21,2
127,-13,6
-157,-99,3
111,-22,6
-129,-109,3
121,-34,6
13,-90,1
-43,12,2
-41,25,2
-146,-96,3
-163,-104,3
-65,26,2
26,-100,1
-63,-98,5
-166,-166,4
18,-65,1
186,176,0
179,173,0
20,-79,1
179,168,0
20,-95,1
-70,12,2
128,-15,6
-43,21,2
-165,-180,4
172,180,0
-80,-87,5
15,-102,1
177,181,0
-150,-86,3
-168,-176,4
-76,-94,5
-174,-169,4
136,-30,6
-56,-84,5
-63,25,2
25,-95,1
130,-15,6
-157,-100,3
123,-40,6
23,-74,1
-85,-78,5
119,-19,6
-157,-97,3
124,-36,6
-159,-108,3
-148,-85,3
-56,-67,5
187,156,0
-167,-178,4
-80,-99,5
113,-17,6
122,-9,6
110,-8,6
165,165,0
181,194,0
-173,-172,4
2,-88,1
-137,-99,3
176,163,0
-49,5,2
-67,-58,5
-156,-101,3
166,158,0
4,-74,1
-132,-88,3
-62,-78,5
-54,42,2
-72,-79,5
-72,-88,5
33,-75,1
124,-18,6
-61,-87,5
177,169,0
-61,27,2
-63,16,2
-48,8,2
-155,-169,4
-77,-85,5
-74,-77,5
33,-72,1
-39,36,2
-75,-69,5
-43,44,2
188,163,0
-163,-174,4
-160,-169,4
-179,-167,4
-164,-163,4
28,-90,1
24,-91,1
117,-25,6
116,-9,6
-179,-172,4
-51,16,2
-177,-167,4
-167,-169,4
181,155,0
22,-86,1
-150,-108,3
138,-44,6
172,157,0
-158,-107,3
-144,-104,3
176,190,0
129,-24,6
35,-58,1
-168,-167,4
-178,-164,4
-159,-75,3
-170,-172,4
-79,-63,5
-86,-83,5
-73,-70,5
110,-22,6
162,161,0
-66,-83,5
-145,-116,3
19,-88,1
-57,23,2
-37,4,2
-70,-79,5
-149,-103,3
-175,-174,4
156,167,0
-26,21,2
112,-5,6
-146,-102,3
107,-25,6
-134,-94,3
175,181,0
-154,-93,3
110,-27,6
-146,-108,3
-72,-82,5
178,188,0
-170,-164,4
172,188,0
-53,19,2
-140,-95,3
-132,-98,3
29,-101,1
-143,-84,3
29,-97,1
-74,-103,5
36,-86,1
135,-22,6
121,-12,6
-177,-168,4
128,-4,6
-67,-88,5
162,193,0
-159,-95,3
183,164,0
115,-14,6
-64,-74,5
-62,-81,5
-148,-95,3
18,-68,1
-64,-75,5
184,177,0
118,-35,6
118,-25,6
16,-64,1
191,177,0
-135,-89,3
-51,23,2
-148,-102,3
-163,-168,4
124,-15,6
-54,30,2
-57,-77,5
-158,-90,3
24,-89,1
27,-94,1
-64,24,2
133,-6,6
-150,-93,3
180,148,0
-156,-84,3
123,-10,6
-171,-165,4
18,-74,1
-166,-171,4
116,-23,6
179,186,0
-61,-84,5
-40,16,2
26,-66,1
-51,25,2
111,-24,6
-170,-171,4
121,-21,6
115,-31,6
104,-9,6
-37,39,2
186,173,0
-61,22,2
-171,-168,4
-62,-103,5
39,-74,1
-80,-90,5
33,-90,1
-148,-95,3
11,-71,1
168,156,0
-147,-124,3
128,-38,6
178,165,0
134,-11,6
111,-27,6
-38,30,2
-77,-77,5
-163,-113,3
-45,11,2
187,181,0
-166,-170,4
119,-18,6
-3,-86,1
-163,-93,3
97,-13,6
-162,-101,3
118,-16,6
-88,-85,5
-161,-98,3
-43,11,2
132,-4,6
-175,-172,4
-62,-97,5
-171,-174,4
2,-72,1
-50,23,2
-49,5,2
-55,29,2
-52,12,2
-56,23,2
-94,-83,5
56,-71,1
-170,-172,4
-44,16,2
-65,21,2
170,175,0
130,-26,6
119,-2,6
26,-88,1
-173,-178,4
-44,20,2
-73,-89,5
-53,20,2
118,-15,6
110,-9,6
16,-86,1
51,-72,1
103,-22,6
-72,-73,5
194,169,0
122,-25,6
118,-11,6
183,163,0
185,159,0
-28,36,2
-68,10,2
140,-20,6
-69,-72,5
-65,-89,5
181,176,0
-63,19,2
-176,-106,3
10,-66,1
-166,-174,4
-70,-85,5
-170,-161,4
-39,13,2
25,-82,1
-74,-76,5
-44,24,2
180,186,0
-163,-172,4
24,-75,1
165,173,0
111,-5,6
-168,-179,4
-160,-103,3
15,-89,1
-42,28,2
123,-34,6
-98,-88,5
-152,-106,3
-79,-80,5
-176,-163,4
-155,-114,3
-67,-79,5
-171,-168,4
-50,13,2
-171,-170,4
-163,-166,4
-75,-76,5
167,161,0
-170,-130,3
125,-20,6
182,150,0
30,-63,1
126,-32,6
18,-90,1
161,176,0
-156,-157,4
115,-27,6
-168,-174,4
12,-76,1
-170,-168,4
16,-74,1
-133,-84,3
-44,21,2
-157,-110,3
126,-2,6
-160,-93,3
-73,-92,5
186,167,0
-73,-88,5
128,-24,6
-176,-180,4
180,171,0
-52,9,2
-85,-93,5
-47,-89,5
-164,-172,4
-81,-71,5
-163,-103,3
-50,27,2
-66,25,2
-164,-173,4
-51,11,2
174,168,0
-85,-88,5
-176,-176,4
114,-8,6
25,-82,1
183,181,0
-144,-94,3
198,169,0
-149,-81,3
184,167,0
-49,-8,2
-78,-66,5
166,158,0
-172,-163,4
-59,3,2
-158,-95,3
-38,24,2
-57,-68,5
-69,17,2
-157,-94,3
169,187,0
-149,-113,3
-168,-172,4
-173,-165,4
-157,-109,3
180,172,0
-174,-178,4
105,-23,6
-84,-92,5
-152,-107,3
-84,-90,5
119,-1,6
111,-30,6
10,-70,1
121,-22,6
180,178,0
27,-65,1
15,-101,1
-48,11,2
-52,22,2
-46,35,2
-66,-70,5
5,-70,1
-74,-55,5
185,180,0
-99,-82,5
-48,32,2
-166,-169,4
53,-93,1
-158,-102,3
112,-15,6
-90,-69,5
-80,-84,5
21,-84,1
-169,-172,4
121,-22,6
-150,-113,3
-145,-98,3
14,-84,1
12,-68,1
183,182,0
-142,-112,3
130,-37,6
-58,27,2
-63,-84,5
169,181,0
125,-25,6
27,-85,1
172,162,0
28,-87,1
18,-75,1
-47,22,2
25,-77,1
128,-17,6
-175,-168,4
20,-82,1
-60,17,2
20,-83,1
-163,-165,4
-145,-114,3
130,-22,6
168,174,0
-69,-84,5
14,-67,1
188,154,0
-176,-169,4
-63,-87,5
-45,14,2
-28,8,2
9,-86,1
-182,-179,4
-153,-94,3
-77,-81,5
112,-30,6
-55,-47,5
-1,-90,1
22,-84,1
129,-12,6
-43,20,2
187,163,0
-153,-117,3
-175,-173,4
27,-83,1
-163,-95,3
20,-70,1
-158,-93,3
169,179,0
-75,-86,5
-160,-101,3
-177,-171,4
24,-89,1
21,-73,1
-170,-166,4
-164,-173,4
-144,-106,3
31,-74,1
179,161,0
-61,-80,5
-157,-81,3
114,-21,6
186,185,0
116,-14,6
-73,-76,5
-61,-77,5
117,-25,6
-157,-173,4
21,-57,1
20,-66,1
-149,-102,3
-37,19,2
177,174,0
184,167,0
-152,-107,3
26,-92,1
-31,26,2
-177,-157,4
-170,-166,4
-57,12,2
-63,5,2
-81,-85,5
110,-20,6
134,-22,6
-178,-167,4
-71,-69,5
-167,-169,4
113,-5,6
-66,8,2
-179,-106,3
183,176,0
-162,-170,4
191,153,0
-62,-68,5
-48,29,2
-59,25,2
-64,-59,2
123,-28,6
41,-81,1
-170,-97,3
198,172,0
26,-73,1
-153,-106,3
-167,-177,4
-172,-166,4
165,172,0
-174,-178,4
106,-20,6
118,-14,6
27,-78,1
123,-31,6
-167,-167,4
-65,-88,5
-169,-165,4
179,164,0
-173,-171,4
23,-70,1
-159,-106,3
-61,-71,5
183,186,0
113,-19,6
-165,-170,4
183,166,0
177,162,0
-143,-100,3
190,181,0
-143,-101,3
-146,-87,3
17,-93,1
-66,-69,5
-167,-164,4
-70,-89,5
-60,18,2
-130,-114,3
-170,-180,4
194,172,0
110,-9,6
-56,15,2
-171,-174,4
21,-78,1
179,156,0
-133,-105,3
173,157,0
111,-30,6
133,-19,6
-67,26,2
-74,-83,5
158,151,0
-164,-94,3
-65,-76,5
-46,25,2
188,163,0
-160,-107,3
-172,-166,4
113,-20,6
-169,-169,4
-55,32,2
-43,17,2
-167,-175,4
123,-21,6
-52,29,2
-74,-63,5
-146,-99,3
183,157,0
-162,-111,3
-49,13,2
-182,-170,4
-138,-101,3
182,161,0
135,-23,6
177,154,0
-76,-79,5
113,-22,6
-142,-103,3
-67,1,2
-170,-174,4
-80,-84,5
-160,-90,3
-168,-173,4
-152,-94,3
190,-98,3
-86,-91,5
-143,-81,3
-150,-95,3
-67,-84,5
-172,-163,4
186,182,0
178,179,0
181,162,0
11,-86,1
104,-5,6
-159,-101,3
113,-22,6
175,170,0
-163,-180,4
-168,-161,4
-71,-68,5
21,-60,1
-144,-97,3
14,-79,1
196,172,0
-146,-121,3
170,167,0
-69,-91,5
-24,34,2
162,166,0
-153,-93,3
132,-8,6
32,-87,1
186,161,0
117,-12,6
-167,-179,4
-173,-171,4
23,-73,1
183,169,0
-168,-174,4
171,168,0
18,-97,1
-60,31,2
-157,-102,3
-58,27,2
-65,-82,5
22,-48,1
-140,-95,3
110,-11,6
-38,-77,5
-69,-76,5
174,186,0
139,-28,6
-158,-93,3
26,-58,1
-167,-167,4
177,168,0
-37,27,2
103,-13,6
-160,-91,3
-166,-170,4
183,161,0
22,-80,1
174,172,0
-61,-90,5
-77,-62,5
115,-9,6
119,-28,6
-165,-162,4
29,-70,1
-178,-173,4
-168,-167,4
180,169,0
143,-19,6
120,-13,6
192,194,0
-179,-176,4
-170,-169,4
-142,-94,3
112,1,6
-49,21,2
111,-29,6
-76,-83,5
-27,29,2
-52,4,2
-43,34,2
-179,-167,4
-159,-103,3
13,-78,1
-73,-74,5
14,-80,1
-149,-104,3
-40,27,2
-142,-80,3
199,189,0
-56,46,2
-74,-72,5
167,166,0
-176,-168,4
-133,-101,3
-165,-166,4
8,-81,1
176,156,0
-168,-167,4
130,-15,6
-26,20,2
23,-85,1
-151,-98,3
192,167,0
-75,-83,5
-66,-74,5
-76,-76,5
-140,-92,3
121,-21,6
-62,31,2
-168,-91,3
-168,-173,4
-173,-170,4
-126,-113,3
-48,20,2
175,161,0
-151,-93,3
106,-37,6
-162,-163,4
-171,-170,4
115,-23,6
-158,-115,3
-148,-114,3
-142,-93,3
-150,-115,3
-159,-167,4
28,-81,1
18,-77,1
121,-5,6
122,-24,6
-150,-113,3
121,-8,6
184,167,0
-140,-88,3
-145,-103,3
-60,-82,5
-172,-170,4
50,-82,1
-151,-92,3
-47,10,2
-50,16,2
172,174,0
124,-11,6
-166,-173,4
195,181,0
-168,-171,4
17,-97,1
-80,-66,5
-145,-99,3
-74,-83,5
-174,-101,3
26,-80,1
-166,-176,4
-76,-79,5
28,-92,1
177,183,0
-47,21,2
-45,31,2
-141,-109,3
123,-15,6
-174,-172,4
105,-12,6
-48,23,2
-145,-85,3
-148,-97,3
175,180,0
-168,-174,4
-64,-90,5
123,-25,6
-134,-90,3
-167,-166,4
-46,19,2
-80,-83,5
-178,-176,4
-79,-73,5
-49,15,2
-56,8,2
24,-88,1
125,-18,6
-175,-165,4
-73,-73,5
184,168,0
28,-61,1
16,-74,1
40,-75,1
-150,-104,3
119,-18,6
-62,34,2
123,-15,6
163,185,0
172,174,0
-167,-170,4
-88,-91,5
-58,27,2
194,176,0
-44,12,2
163,169,0
-165,-172,4
-82,-64,5
199,173,0
-169,-92,3
-146,-102,3
11,-74,1
-38,-98,5
133,-31,6
-149,-93,3
-170,-172,4
176,183,0
33,-90,1
-160,-169,4
31,-87,1
-87,-84,5
-159,-101,3
-177,-174,4
-77,-96,5
-69,-78,5
-150,-93,3
26,-89,1
129,-23,6
-67,-79,5
123,-28,6
-69,-69,5
125,-16,6
-165,-173,4
-140,-109,3
-72,-73,5
-44,22,2
-166,-177,4
172,166,0
-170,-170,4
178,178,0
-42,44,2
119,-19,6
-154,-87,3
-79,-75,5
-173,-161,4
188,155,0
24,-68,1
130,-6,6
17,-76,1
-47,15,2
27,-73,1
-177,-172,4
-157,-96,3
34,-64,1
-54,-71,5
-27,28,2
164,169,0
112,-23,6
170,173,0
-82,-78,5
-170,-172,4
13,-79,1
-62,-95,5
-64,-85,5
9,-65,1
-164,-165,4
125,-23,6
-45,41,2
184,168,0
-150,-100,3
178,170,0
-56,32,2
-169,-177,4
120,-27,6
129,-24,6
-63,31,2
119,-9,6
-166,-166,4
-173,-175,4
-169,-169,4
124,-15,6
171,156,0
-79,-75,5
-159,-114,3
23,-62,1
-69,2,2
194,164,0
-173,-170,4
115,-34,6
-154,-92,3
36,-94,1
20,-83,1
-76,-88,5
22,-77,1
-68,-67,5
104,-34,6
-76,-65,5
12,-88,1
-59,24,2
-85,-71,5
16,-70,1
-62,-75,5
174,180,0
-72,-84,5
-49,0,2
7,-70,1
-168,-165,4
-170,-176,4
146,-9,6
-145,-90,3
-58,42,2
-60,30,2
-61,31,2
-36,31,2
-61,-90,5
-173,-176,4
-70,-81,5
43,-75,1
-140,-111,3
128,-26,6
-62,-62,5
-170,-169,4
133,-26,6
133,-2,6
192,176,0
-56,27,2
12,-83,1
-50,-64,5
28,-79,1
-179,-174,4
188,168,0
-63,-82,5
20,-83,1
-177,-164,4
189,180,0
161,150,0
-179,-180,4
-169,-173,4
170,166,0
179,158,0
185,169,0
133,-12,6
-156,-111,3
-43,19,2
-51,-71,5
-58,27,2
-168,-176,4
-52,17,2
-150,-96,3
162,181,0
24,-73,1
-54,42,2
-43,19,2
131,-6,6
-54,33,2
120,5,6
-162,-167,4
23,-85,1
-70,-97,5
193,177,0
139,-9,6
20,-82,1
170,162,0
-174,-166,4
-42,31,2
13,-87,1
24,-77,1
34,-80,1
-50,21,2
-72,-71,5
14,-97,1
11,-72,1
105,-24,6
-65,-82,5
121,-11,6
37,-83,1
7,-80,1
18,-69,1
-5,-79,1
-72,-86,5
-162,-111,3
114,-21,6
-70,7,2
-45,26,2
-172,-171,4
-112,-100,3
-55,20,2
-60,18,2
15,-71,1
18,-77,1
11,-75,1
100,-7,6
-64,-62,5
128,-15,6
127,-16,6
-168,-173,4
174,176,0
119,-8,6
114,-8,6
-76,-74,5
178,176,0
103,-42,6
-174,-177,4
122,-20,6
-47,23,2
-71,-90,5
-62,-84,5
-53,-71,5
-46,30,2
6,-86,1
-156,-106,3
2,-87,1
-57,16,2
31,-90,1
22,-75,1
30,-72,1
13,-81,1
-77,-73,5
-92,-92,5
-178,-173,4
116,-18,6
-28,9,2
-156,-102,3
174,166,0
118,-31,6
-171,-169,4
-167,-169,4
23,-76,1
-154,-134,3
-140,-110,3
-176,-173,4
129,-37,6
-72,-91,5
183,164,0
129,-26,6
23,-98,1
-167,-162,4
171,192,0
-70,25,2
-70,9,2
-40,13,2
16,-79,1
114,-20,6
-164,-176,4
-171,-171,4
-59,15,2
-137,-100,3
20,-63,1
9,-66,1
-140,-79,3
-68,-60,5
135,-24,6
106,-23,6
-166,-172,4
114,-20,6
30,-81,1
-172,-177,4
43,-76,1
108,-13,6
-162,-102,3
121,-3,6
-176,-173,4
15,-79,1
-53,-90,5
21,-83,1
164,171,0
174,168,0
137,-15,6
-170,-92,3
-60,-95,5
-81,-71,5
-63,11,2
-124,-86,3
185,160,0
17,-68,1
190,182,0
175,186,0
173,194,0
-174,-171,4
-149,-110,3
-150,-92,3
-170,-168,4
108,-22,6
-44,21,2
-33,32,2
116,-36,6
-176,-170,4
-38,32,2
23,-66,1
-163,-168,4
139,-28,6
-162,-88,3
179,165,0
183,194,0
-172,-172,4
114,-24,6
125,-33,6
35,-77,1
-63,-81,5
47,-82,1
199,183,0
-71,-84,5
124,-18,6
170,172,0
21,-82,1
-173,-100,3
165,180,0
-67,-83,5
116,-18,6
132,-3,6
117,-18,6
28,-76,1
124,-31,6
-116,-101,3
-56,24,2
-147,-96,3
181,173,0
103,2,6
-60,-82,5
195,169,0
-75,-62,5
118,-8,6
-139,-107,3
-30,26,2
-157,-99,3
-156,-97,3
-70,-79,5
-149,-101,3
-176,-179,4
-180,-171,4
15,-78,1
-154,-106,3
-167,-101,3
-59,12,2
-63,-75,5
-168,-164,4
-175,-168,4
-78,-78,5
107,-35,6
186,175,0
22,-84,1
6,-82,1
182,170,0
184,158,0
-84,-75,5
-156,-91,3
-170,-173,4
129,-37,6
114,-13,6
122,-21,6
183,169,0
110,-24,6
128,-16,6
113,-33,6
104,-25,6
121,-2,6
15,-89,1
-67,-91,5
39,-82,1
-65,-74,5
181,169,0
172,164,0
129,-13,6
139,-23,6
18,-68,1
122,-21,6
29,-100,1
-66,-72,5
-55,-73,5
-17,26,2
-68,-77,5
-58,-99,5
180,176,0
-143,-99,3
-72,-99,5
-40,23,2
175,177,0
-148,-92,3
-169,-168,4
127,-27,6
-61,-90,5
-66,-84,5
179,148,0
103,-17,6
33,-93,1
109,-24,6
0,-76,1
-63,-83,5
108,-28,6
22,-70,1
31,-71,1
-42,13,2
120,-10,6
131,-21,6
130,-29,6
-134,-87,3
-66,-93,5
-175,-171,4
-65,-81,5
-69,-69,5
-146,-107,3
120,-21,6
180,183,0
199,187,0
-68,-82,5
112,-26,6
177,169,0
-170,-93,3
-161,-169,4
-152,-94,3
-178,-171,4
-166,-171,4
177,182,0
-44,25,2
-172,-172,4
-58,-75,5
-152,-95,3
188,174,0
-170,-160,4
127,-26,6
-57,-88,5
7,-86,1
-144,-98,3
118,-39,6
-141,-103,3
161,162,0
16,-91,1
-166,-103,3
-148,-108,3
-87,-78,5
-145,-97,3
-161,-100,3
-178,-173,4
113,-17,6
-133,-97,3
-151,-84,3
-149,-95,3
-156,-120,3
191,181,0
-168,-163,4
-159,-97,3
-149,-110,3
-68,-70,5
134,-28,6
19,-68,1
173,169,0
180,179,0
120,-15,6
-168,-166,4
118,-26,6
173,168,0
-170,-168,4
17,-64,1
-54,-73,5
188,151,0
14,-90,1
-1,-84,1
40,-83,1
91,-28,6
-160,-101,3
-41,13,2
-71,-86,5
180,175,0
124,-25,6
-167,-169,4
29,-78,1
-62,-87,5
-169,-163,4
-165,-171,4
-46,12,2
-170,-172,4
-53,26,2
-166,-172,4
111,-10,6
-145,-102,3
-159,-89,3
-44,14,2
113,-33,6
-75,-73,5
-170,-174,4
29,-88,1
168,178,0
-52,13,2
-66,-78,5
-173,-159,4
106,-23,6
-47,29,2
-38,16,2
184,169,0
-64,35,2
-71,-100,5
9,-94,1
-53,18,2
-162,-91,3
22,-82,1
-61,-78,5
-57,17,2
-78,-90,5
-67,12,2
-139,-105,3
189,159,0
-61,-79,5
160,169,0
171,171,0
-79,-88,5
24,-72,1
-148,-81,3
-56,-81,5
17,-73,1
-53,5,2
-53,14,2
-50,19,2
-83,-91,5
-36,13,2
-166,-162,4
-53,-86,5
-143,-103,3
20,-87,1
110,2,6
175,167,0
-69,-91,5
-165,-164,4
-164,-171,4
24,-84,1
110,-27,6
32,-89,1
-77,-76,5
32,-98,1
-37,26,2
124,-21,6
124,-34,6
-155,-103,3
-60,13,2
-143,-98,3
-59,-80,5
113,-4,6
178,161,0
-63,23,2
-169,-169,4
23,-72,1
10,-76,1
-147,-115,3
-137,-92,3
189,182,0
-175,-167,4
184,156,0
-64,-83,5
21,-67,1
188,184,0
20,-79,1
-55,-81,5
-177,-160,4
115,-17,6
-50,12,2
193,184,0
-173,-174,4
-170,-107,3
-148,-98,3
-152,-102,3
-54,-99,5
-161,-86,3
186,177,0
8,-75,1
183,156,0
-144,-98,3
19,-68,1
-146,-92,3
-38,24,2
-163,-81,3
-74,-83,5
-76,-79,5
-150,-109,3
181,162,0
-49,19,2
186,155,0
17,-71,1
127,-2,6
26,-57,1
173,158,0
12,-82,1
-168,-171,4
38,-100,1
186,154,0
-69,-72,5
-162,-164,4
-168,-176,4
121,-23,6
-158,-80,3
-57,9,2
-175,-89,3
-151,-101,3
11,-92,1
-137,-100,3
109,-7,6
-75,-82,5
-157,-109,3
-62,16,2
19,-61,1
-79,-80,5
-167,-167,4
-73,-76,5
-67,-92,5
22,-82,1
-160,-162,4
184,179,0
-39,27,2
-167,-172,4
115,-13,6
1,-86,1
-168,-172,4
24,-77,1
20,-89,1
17,-77,1
-147,-103,3
157,157,0
-52,24,2
-41,22,2
-64,-88,5
180,168,0
-172,-171,4
-55,-94,5
28,-81,1
118,-20,6
-43,18,2
-161,-159,4
14,-87,1
-174,-173,4
179,173,0
19,-68,1
-58,-80,5
23,-81,1
29,-63,1
166,179,0
-155,-107,3
117,-3,6
178,170,0
-70,-84,5
-174,-169,4
-41,9,2
-159,-105,3
-52,9,2
31,-82,1
-168,-85,3
5,-102,1
