X,Y,GRUP
23,-81,1
186,172,0
-47,25,2
-33,19,2
-51,25,2
26,-94,1
-46,19,2
172,170,0
-67,39,2
10,-60,1
189,168,0
14,-80,1
170,170,0
172,177,0
168,157,0
-46,19,2
176,189,0
-54,23,2
-41,16,2
-50,6,2
175,155,0
33,-68,1
192,169,0
31,-80,1
-53,30,2
196,180,0
25,-65,1
-36,16,2
173,178,0
-35,8,2
-57,20,2
4,-75,1
181,167,0
181,170,0
196,175,0
177,170,0
23,-78,1
-69,14,2
171,188,0
182,167,0
-39,13,2
179,171,0
181,172,0
6,-85,1
-49,16,2
18,-100,1
18,-89,1
192,166,0
-29,12,2
177,168,0
179,163,0
-39,24,2
23,-76,1
18,-68,1
35,-88,1
-40,4,2
169,167,0
-50,31,2
190,159,0
-52,18,2
-59,18,2
16,-77,1
27,-95,1
181,175,0
185,151,0
-47,29,2
20,-82,1
184,145,0
192,195,0
23,-87,1
1,-84,1
20,-60,1
19,-76,1
193,153,0
8,-73,1
-48,14,2
182,162,0
-52,21,2
16,-96,1
14,-77,1
21,-84,1
47,-63,1
32,-79,1
196,176,0
-55,25,2
181,179,0
182,153,0
175,162,0
-61,17,2
-50,25,2
-48,32,2
173,159,0
-38,4,2
-42,9,2
187,157,0
163,160,0
18,-94,1
-60,31,2
166,164,0
179,183,0
-54,41,2
-49,2,2
23,-62,1
175,181,0
13,-88,1
14,-81,1
164,164,0
-39,17,2
5,-83,1
-57,26,2
8,-80,1
-59,20,2
175,164,0
177,167,0
19,-78,1
-67,14,2
-42,2,2
-51,14,2
47,-81,1
175,170,0
0,-95,1
-40,33,2
-45,20,2
21,-88,1
-57,22,2
184,184,0
163,167,0
24,-83,1
-47,19,2
165,158,0
174,162,0
1,-90,1
-40,16,2
189,170,0
-46,14,2
170,177,0
-61,26,2
195,158,0
183,165,0
160,185,0
-6,-87,1
175,179,0
174,158,0
24,-105,1
18,-91,1
176,157,0
163,173,0
-71,0,2
26,-72,1
174,187,0
197,174,0
29,-84,1
191,176,0
164,178,0
185,164,0
22,-63,1
-74,27,2
12,-94,1
-40,11,2
-38,55,2
28,-69,1
174,182,0
169,179,0
-45,15,2
176,177,0
-42,15,2
-68,25,2
21,-89,1
17,-89,1
-43,22,2
188,176,0
-25,13,2
17,-69,1
171,175,0
-38,24,2
-53,28,2
-60,26,2
161,161,0
-24,17,2
15,-84,1
-62,43,2
179,164,0
-55,10,2
27,-95,1
17,-60,1
32,-82,1
-48,33,2
198,160,0
163,160,0
16,-92,1
24,-50,1
-44,5,2
188,156,0
25,-110,1
192,162,0
183,150,0
-47,8,2
17,-64,1
173,190,0
8,-68,1
180,163,0
10,-72,1
-53,16,2
26,-70,1
199,157,0
179,173,0
27,-79,1
11,-77,1
-45,26,2
-58,11,2
189,170,0
15,-69,1
-67,19,2
32,-75,1
38,-79,1
196,168,0
-51,16,2
176,169,0
18,-88,1
12,-63,1
33,-69,1
166,159,0
1,-77,1
192,175,0
186,172,0
15,-78,1
-48,27,2
-53,34,2
-36,30,2
32,-72,1
197,156,0
-57,19,2
3,-94,1
194,185,0
181,170,0
168,163,0
182,175,0
-48,38,2
-52,7,2
-48,7,2
-37,14,2
-55,36,2
14,-79,1
178,181,0
-56,7,2
24,-83,1
20,-70,1
-48,35,2
37,-84,1
25,-86,1
8,-79,1
179,174,0
-70,15,2
22,-65,1
-36,31,2
20,-88,1
27,-90,1
179,170,0
21,-68,1
185,169,0
9,-71,1
194,161,0
180,181,0
-49,43,2
181,168,0
13,-80,1
178,174,0
183,187,0
21,-67,1
9,-99,1
0,-68,1
-62,18,2
9,-93,1
-49,20,2
8,-96,1
175,171,0
171,173,0
4,-88,1
29,-76,1
189,170,0
174,162,0
180,165,0
183,157,0
-54,3,2
-18,14,2
172,183,0
183,170,0
161,183,0
-1,-80,1
-25,20,2
12,-85,1
167,162,0
27,-89,1
174,157,0
173,176,0
173,168,0
-54,26,2
17,-89,1
189,178,0
-55,35,2
-55,25,2
173,176,0
172,164,0
9,-70,1
196,172,0
19,-80,1
-50,20,2
-50,27,2
170,187,0
15,-79,1
23,-74,1
167,176,0
198,177,0
191,147,0
175,189,0
-50,21,2
21,-87,1
-44,10,2
171,167,0
-47,33,2
-68,-6,2
-48,16,2
-35,19,2
180,174,0
189,185,0
-70,7,2
-45,37,2
190,193,0
20,-69,1
-41,18,2
186,177,0
183,147,0
5,-78,1
-51,17,2
39,-62,1
-56,18,2
-36,36,2
32,-84,1
27,-88,1
164,151,0
-49,32,2
28,-104,1
17,-80,1
-62,8,2
-47,14,2
-36,13,2
-43,26,2
-39,28,2
-58,5,2
25,-96,1
-45,12,2
168,182,0
188,178,0
187,187,0
173,172,0
12,-91,1
13,-62,1
15,-92,1
181,174,0
-46,12,2
-64,29,2
-54,17,2
-58,34,2
-66,19,2
23,-95,1
15,-87,1
21,-54,1
-59,36,2
176,167,0
193,159,0
8,-85,1
179,171,0
-51,20,2
-48,23,2
-49,6,2
28,-90,1
-35,26,2
-57,27,2
-53,13,2
11,-67,1
180,167,0
181,164,0
187,185,0
-56,24,2
25,-59,1
16,-81,1
-47,37,2
14,-83,1
-39,11,2
180,199,0
19,-88,1
191,176,0
-53,19,2
24,-67,1
36,-85,1
171,169,0
16,-78,1
-50,31,2
171,179,0
-44,-1,2
17,-91,1
177,169,0
-61,18,2
-36,30,2
187,173,0
-50,18,2
167,170,0
168,167,0
9,-71,1
194,179,0
31,-87,1
26,-83,1
7,-95,1
39,-93,1
-36,18,2
173,185,0
28,-85,1
11,-87,1
20,-84,1
9,-70,1
-59,24,2
184,157,0
12,-75,1
-53,6,2
-46,27,2
11,-61,1
10,-100,1
-48,26,2
11,-83,1
180,160,0
-42,18,2
24,-78,1
-55,10,2
177,179,0
-42,30,2
32,-89,1
21,-95,1
6,-55,1
-62,29,2
15,-63,1
30,-81,1
7,-83,1
-47,30,2
32,-68,1
184,180,0
182,178,0
34,-67,1
22,-62,1
-52,11,2
5,-82,1
25,-79,1
192,178,0
-51,1,2
176,178,0
4,-70,1
-48,29,2
161,156,0
-57,38,2
195,158,0
186,179,0
189,160,0
175,169,0
-38,11,2
-52,12,2
-6,-82,1
-53,34,2
-56,1,2
173,176,0
14,-91,1
9,-80,1
27,-75,1
175,169,0
-45,18,2
187,175,0
192,162,0
40,-80,1
177,160,0
19,-97,1
41,-74,1
170,191,0
-53,9,2
-37,38,2
14,-91,1
8,-67,1
174,166,0
-64,16,2
-45,27,2
193,181,0
-47,34,2
181,178,0
25,-76,1
190,167,0
180,178,0
34,-80,1
20,-66,1
2,-79,1
-41,14,2
7,-78,1
13,-79,1
179,171,0
-53,9,2
165,174,0
-42,-2,2
174,186,0
23,-67,1
-49,30,2
176,161,0
-61,24,2
28,-70,1
185,170,0
-43,11,2
188,172,0
186,167,0
31,-91,1
-50,42,2
-42,18,2
176,142,0
-45,31,2
16,-76,1
-47,46,2
23,-71,1
-59,11,2
-31,18,2
-37,43,2
-51,38,2
20,-61,1
22,-73,1
14,-93,1
182,174,0
185,167,0
25,-91,1
-46,42,2
166,167,0
-38,8,2
170,167,0
-68,15,2
29,-75,1
173,153,0
-56,8,2
14,-88,1
35,-77,1
19,-75,1
35,-75,1
27,-76,1
-49,46,2
5,-76,1
-36,15,2
-46,2,2
180,192,0
198,159,0
189,178,0
15,-89,1
-35,22,2
11,-82,1
171,167,0
169,172,0
187,174,0
164,178,0
2,-74,1
-56,27,2
183,158,0
174,175,0
-40,24,2
-46,18,2
191,172,0
-52,24,2
-58,16,2
177,170,0
189,173,0
184,169,0
13,-63,1
40,-77,1
187,186,0
40,-81,1
-49,9,2
-51,29,2
19,-69,1
-46,25,2
172,165,0
195,186,0
-43,22,2
188,170,0
34,-80,1
178,163,0
-47,21,2
174,184,0
194,165,0
25,-88,1
25,-78,1
175,161,0
185,162,0
14,-81,1
173,183,0
-36,13,2
173,170,0
27,-96,1
32,-84,1
158,165,0
175,157,0
179,159,0
20,-65,1
173,172,0
180,166,0
-39,21,2
181,170,0
195,173,0
-33,36,2
-47,9,2
17,-79,1
186,175,0
-58,35,2
18,-82,1
32,-51,1
18,-94,1
-38,31,2
190,171,0
22,-73,1
189,182,0
181,177,0
-55,11,2
11,-76,1
-49,11,2
8,-89,1
19,-80,1
173,163,0
-46,15,2
181,181,0
182,162,0
-58,19,2
187,161,0
14,-86,1
20,-92,1
173,168,0
188,179,0
-35,5,2
17,-86,1
175,155,0
19,-83,1
-45,25,2
-55,23,2
169,182,0
172,179,0
181,173,0
22,-72,1
190,175,0
19,-64,1
181,165,0
18,-82,1
-49,4,2
-55,16,2
-50,30,2
33,-71,1
188,168,0
-57,22,2
-42,39,2
13,-80,1
182,178,0
167,181,0
187,181,0
191,149,0
21,-81,1
-36,8,2
195,174,0
167,165,0
197,178,0
174,171,0
29,-98,1
21,-73,1
-41,10,2
28,-100,1
26,-84,1
185,175,0
182,173,0
177,164,0
186,177,0
19,-94,1
10,-90,1
-65,10,2
35,-78,1
180,179,0
175,162,0
188,172,0
176,175,0
184,176,0
188,170,0
193,174,0
7,-81,1
173,170,0
-74,6,2
-71,20,2
34,-72,1
-40,31,2
23,-79,1
182,155,0
33,-79,1
-60,16,2
165,172,0
179,169,0
-50,21,2
172,182,0
169,165,0
176,173,0
183,168,0
-43,43,2
-44,25,2
185,178,0
19,-91,1
14,-98,1
189,176,0
-67,38,2
177,157,0
190,176,0
-36,20,2
5,-81,1
176,172,0
192,163,0
182,179,0
188,174,0
-38,3,2
18,-72,1
188,171,0
195,161,0
167,173,0
196,164,0
174,169,0
18,-96,1
175,146,0
17,-71,1
-49,14,2
-49,23,2
-42,9,2
185,164,0
7,-77,1
14,-71,1
188,169,0
172,180,0
-60,13,2
-45,31,2
180,158,0
-63,2,2
-59,19,2
-49,27,2
22,-81,1
25,-91,1
192,157,0
-53,14,2
6,-81,1
169,152,0
169,173,0
7,-91,1
-64,5,2
183,166,0
-46,1,2
166,184,0
-45,14,2
14,-75,1
27,-87,1
161,174,0
-59,35,2
1,-66,1
-62,35,2
-55,26,2
177,159,0
177,179,0
195,165,0
-58,-1,2
184,165,0
27,-91,1
25,-88,1
197,173,0
-59,6,2
-57,21,2
179,188,0
183,180,0
189,170,0
22,-88,1
11,-81,1
-48,37,2
34,-94,1
-51,13,2
20,-92,1
36,-93,1
35,-83,1
31,-85,1
42,-93,1
14,-95,1
-1,-80,1
183,166,0
151,153,0
197,163,0
35,-80,1
-60,4,2
178,173,0
-63,26,2
17,-90,1
184,169,0
12,-75,1
88,162,0
14,-88,1
181,160,0
-54,13,2
-43,37,2
-47,14,2
31,-63,1
-61,33,2
193,169,0
167,161,0
182,166,0
28,-67,1
-57,17,2
-5,-68,1
-45,18,2
-54,20,2
196,162,0
170,186,0
-30,20,2
12,-78,1
163,178,0
-66,7,2
17,-73,1
-59,27,2
17,-90,1
174,167,0
182,178,0
12,-90,1
31,-77,1
175,164,0
177,167,0
24,-65,1
-49,30,2
11,-101,1
182,186,0
175,171,0
28,-70,1
-42,13,2
-55,18,2
-55,33,2
185,167,0
26,-83,1
-60,34,2
20,-69,1
187,157,0
32,-77,1
183,183,0
176,177,0
12,21,2
29,-78,1
199,169,0
18,-76,1
-45,32,2
4,-61,1
-55,28,2
175,171,0
-49,33,2
189,176,0
173,179,0
-66,16,2
10,-75,1
6,-89,1
183,176,0
-61,3,2
174,170,0
176,172,0
-49,7,2
-2,-85,1
-45,28,2
23,-84,1
-43,26,2
168,166,0
185,180,0
11,-94,1
-51,28,2
13,-98,1
187,159,0
18,-81,1
39,-81,1
13,-91,1
13,-82,1
-57,22,2
-32,35,2
-60,11,2
-34,39,2
-67,25,2
179,178,0
3,-80,1
-56,34,2
10,-75,1
-54,4,2
30,-81,1
6,-79,1
22,-87,1
13,-91,1
-64,9,2
162,173,0
163,148,0
175,181,0
186,168,0
-51,17,2
170,180,0
12,-70,1
-43,16,2
21,-90,1
-50,18,2
-59,12,2
11,-83,1
17,-76,1
187,164,0
174,160,0
171,148,0
14,-71,1
175,168,0
26,-70,1
14,-63,1
-2,-67,1
185,170,0
-49,27,2
-40,9,2
170,171,0
-37,35,2
180,173,0
19,-77,1
-60,6,2
2,-76,1
-55,17,2
-56,17,2
18,-69,1
-58,21,2
167,177,0
-51,21,2
183,173,0
180,180,0
20,-64,1
164,151,0
188,172,0
171,167,0
9,-82,1
-60,11,2
17,-75,1
174,157,0
-46,30,2
-45,10,2
-43,24,2
9,-76,1
174,152,0
19,-87,1
-53,10,2
34,-73,1
-58,36,2
179,170,0
18,-79,1
189,161,0
181,171,0
5,-88,1
-38,11,2
171,151,0
-39,22,2
15,-87,1
-49,21,2
19,-87,1
28,-82,1
160,148,0
28,-97,1
163,179,0
168,191,0
176,177,0
25,-85,1
194,168,0
13,-81,1
-35,45,2
175,182,0
183,167,0
-66,10,2
-51,42,2
22,-85,1
176,181,0
-43,7,2
21,-90,1
23,-77,1
34,-103,1
186,171,0
178,172,0
-42,19,2
22,-88,1
-47,24,2
190,183,0
143,164,0
-42,16,2
167,172,0
15,-62,1
184,172,0
185,175,0
28,-61,1
20,-62,1
35,-61,1
173,162,0
23,-84,1
19,-69,1
-54,13,2
163,179,0
-61,31,2
182,164,0
185,171,0
-54,34,2
193,162,0
-53,24,2
-53,16,2
174,181,0
24,-78,1
-34,1,2
183,171,0
176,153,0
193,163,0
184,175,0
194,160,0
186,166,0
26,-72,1
-36,5,2
28,-76,1
169,179,0
19,-69,1
175,184,0
-52,9,2
172,170,0
192,174,0
185,174,0
186,186,0
-54,17,2
12,-61,1
21,-66,1
18,-78,1
20,-57,1
32,-74,1
-43,9,2
164,175,0
-51,13,2
184,173,0
33,-86,1
196,174,0
-66,4,2
174,142,0
181,168,0
-49,26,2
178,172,0
-2,-85,1
-33,19,2
182,176,0
-55,20,2
172,173,0
15,-80,1
-65,18,2
180,165,0
43,-77,1
14,-85,1
27,-86,1
193,175,0
180,176,0
-30,16,2
-48,18,2
-26,28,2
173,165,0
-46,20,2
-50,30,2
180,164,0
1,-78,1
22,-72,1
174,181,0
-43,6,2
-62,21,2
26,-73,1
13,-78,1
189,164,0
-46,9,2
2,-86,1
170,185,0
-63,4,2
-58,18,2
-50,33,2
-61,28,2
-62,22,2
-49,10,2
180,162,0
24,-104,1
-46,19,2
24,-83,1
175,185,0
-54,10,2
16,-77,1
-45,9,2
-71,20,2
165,148,0
-51,22,2
-53,5,2
14,-82,1
168,161,0
-48,20,2
180,191,0
17,-61,1
175,184,0
-44,29,2
168,161,0
10,-67,1
23,-95,1
33,-75,1
22,-95,1
-56,15,2
16,-84,1
-58,22,2
24,-82,1
29,-60,1
21,-77,1
28,-88,1
11,-93,1
-68,-5,2
17,-73,1
-47,16,2
184,158,0
-66,15,2
197,164,0
-60,27,2
179,163,0
190,164,0
20,-67,1
-57,3,2
194,175,0
177,199,0
-48,14,2
168,165,0
191,161,0
-48,24,2
-46,8,2
28,-80,1
188,191,0
22,-86,1
-50,14,2
13,-91,1
-65,24,2
-54,7,2
24,-90,1
22,-73,1
22,-91,1
-61,29,2
190,161,0
29,-62,1
173,164,0
-59,1,2
192,172,0
198,160,0
0,-98,1
31,-79,1
192,180,0
151,174,0
185,168,0
-56,30,2
11,-94,1
24,-71,1
176,171,0
16,-87,1
10,-79,1
-55,16,2
178,156,0
37,-84,1
-60,24,2
24,-76,1
175,185,0
-42,30,2
26,-75,1
185,173,0
26,-69,1
181,172,0
-50,16,2
-49,18,2
-64,26,2
16,-90,1
31,-57,1
182,175,0
11,-74,1
28,-66,1
