X,Y,GRUP
-154,-104,3
-147,-110,3
-58,19,2
38,-70,1
-47,1,2
35,-92,1
-157,-79,3
-36,35,2
-65,12,2
182,185,0
193,178,0
-49,20,2
-152,-99,3
-51,9,2
-60,14,2
-150,-101,3
-147,-112,3
-49,20,2
183,161,0
26,-77,1
-50,23,2
-48,11,2
30,-86,1
27,-95,1
-56,8,2
15,-89,1
-49,25,2
0,-69,1
-31,27,2
-36,20,2
-171,-109,3
174,165,0
8,-81,1
20,-76,1
195,181,0
178,166,0
-54,18,2
13,-95,1
-56,20,2
18,-84,1
14,-88,1
-141,-107,3
19,-100,1
-46,17,2
184,160,0
-38,25,2
-159,-101,3
197,181,0
-169,-100,3
191,180,0
29,-82,1
-153,-98,3
-131,-107,3
32,-81,1
159,192,0
170,167,0
-34,14,2
174,155,0
-45,13,2
186,157,0
192,177,0
-159,-108,3
182,151,0
11,-78,1
-147,-117,3
-49,33,2
6,-80,1
22,-84,1
-59,-98,3
187,158,0
183,162,0
18,-84,1
-48,14,2
25,-77,1
-151,-106,3
-64,22,2
12,-70,1
-154,-98,3
176,180,0
194,174,0
-149,-105,3
-43,12,2
180,178,0
182,192,0
-140,-92,3
-157,-103,3
195,184,0
175,150,0
-49,16,2
18,-72,1
-158,-81,3
-48,17,2
-40,17,2
21,-89,1
-56,9,2
180,160,0
-41,28,2
-159,-95,3
-141,-92,3
-80,33,2
-57,18,2
15,-78,1
17,-74,1
20,-114,1
15,-82,1
-150,-94,3
-134,-112,3
22,-90,1
-151,-95,3
-2,-86,1
191,177,0
-50,14,2
-60,22,2
186,182,0
-59,28,2
-157,-98,3
28,-79,1
163,181,0
-155,-88,3
-124,-101,3
13,-69,1
185,173,0
194,168,0
-151,-93,3
-153,-90,3
-143,-82,3
192,159,0
-146,-91,3
-144,-108,3
-48,18,2
22,-53,1
22,-74,1
-160,-75,3
-49,54,2
-149,-104,3
172,186,0
197,165,0
188,173,0
-152,-105,3
184,173,0
-37,35,2
-50,27,2
-147,-104,3
19,-87,1
-52,28,2
199,174,0
197,181,0
-123,-102,3
163,171,0
-51,-7,2
22,-84,1
180,170,0
192,176,0
195,179,0
-150,-123,3
-148,-93,3
-146,-110,3
177,152,0
-43,20,2
194,158,0
-36,11,2
-133,-102,3
-145,-110,3
-132,-104,3
5,-79,1
-140,-85,3
176,182,0
183,163,0
10,-71,1
178,149,0
196,162,0
-62,19,2
34,-86,1
184,181,0
-138,-81,3
-142,-99,3
-68,12,2
-148,-90,3
-145,-95,3
187,162,0
-45,14,2
26,-94,1
42,-85,1
-160,-107,3
-46,28,2
17,-75,1
-143,-111,3
-58,18,2
194,179,0
-58,24,2
174,160,0
17,-82,1
-158,-103,3
-36,19,2
-1,-98,1
177,161,0
-173,-94,3
13,-87,1
-49,20,2
-51,20,2
-148,-90,3
164,182,0
-149,-97,3
27,-74,1
-65,17,2
-50,22,2
167,163,0
-150,-101,3
-144,-109,3
-47,15,2
22,-80,1
179,169,0
-157,-112,3
-58,6,2
170,147,0
-45,16,2
26,-88,1
-48,11,2
-57,18,2
-144,-91,3
170,181,0
11,-79,1
31,-69,1
174,169,0
166,161,0
-142,-108,3
193,170,0
192,178,0
184,179,0
-46,29,2
-49,17,2
18,-74,1
-74,30,2
183,177,0
-152,-97,3
-136,-95,3
-150,-103,3
1,-71,1
-152,-90,3
-36,21,2
29,-76,1
-162,-112,3
-42,27,2
-155,-111,3
-46,31,2
17,-86,1
-42,26,2
-60,9,2
40,-62,1
-44,25,2
19,-90,1
176,169,0
-144,-101,3
-57,22,2
-158,-102,3
-158,-97,3
175,178,0
-167,-106,3
-155,-100,3
-155,-89,3
28,-76,1
26,-60,1
154,159,0
-153,-96,3
-55,32,2
177,159,0
-145,-100,3
-54,9,2
168,189,0
-137,-81,3
-164,-94,3
-148,-90,3
-158,-81,3
-132,-96,3
-170,-113,3
-157,-94,3
32,-98,1
36,-89,1
-57,12,2
-152,-117,3
175,175,0
16,-69,1
175,175,0
-145,-109,3
30,-83,1
-48,27,2
192,174,0
-154,-97,3
-44,24,2
-136,-110,3
174,173,0
-138,-95,3
16,-80,1
181,171,0
-25,13,2
161,156,0
-65,29,2
177,181,0
-62,20,2
20,-91,1
179,163,0
0,-63,1
-52,37,2
166,183,0
-34,1,2
17,-79,1
-62,25,2
188,169,0
178,167,0
-151,-109,3
-154,-93,3
-43,24,2
24,-90,1
172,176,0
-142,-100,3
180,180,0
-42,12,2
12,-76,1
-36,25,2
-152,-109,3
19,-85,1
19,-77,1
25,-84,1
-130,-102,3
20,-83,1
-53,6,2
24,-73,1
184,169,0
22,-86,1
23,-86,1
-140,-106,3
-45,13,2
-154,-88,3
-47,23,2
-56,25,2
-60,29,2
-161,-97,3
191,186,0
181,179,0
-165,-103,3
13,-105,1
-53,29,2
177,185,0
-46,33,2
39,-84,1
-43,19,2
-132,-79,3
-57,15,2
164,173,0
-50,22,2
34,-72,1
195,160,0
12,-75,1
28,-78,1
-141,-110,3
-57,8,2
30,-73,1
26,-72,1
6,-90,1
-64,19,2
28,-58,1
10,-94,1
-157,-101,3
34,-71,1
186,176,0
172,163,0
186,154,0
13,-85,1
-144,-74,3
31,-94,1
-47,10,2
182,146,0
6,-80,1
184,180,0
-58,25,2
-145,-109,3
12,-101,1
-57,23,2
171,163,0
-52,17,2
17,-77,1
-47,24,2
-151,-105,3
20,-80,1
174,161,0
6,-86,1
182,160,0
174,183,0
177,153,0
-154,-95,3
-48,30,2
0,-86,1
31,-65,1
179,184,0
190,164,0
-33,19,2
-167,-118,3
185,171,0
174,157,0
18,-84,1
164,157,0
19,-87,1
30,-90,1
177,167,0
198,160,0
197,167,0
181,175,0
-161,-71,3
-143,-99,3
17,-94,1
27,-91,1
189,156,0
-154,-85,3
199,175,0
-57,22,2
168,167,0
-48,9,2
-53,10,2
190,174,0
180,167,0
-135,-100,3
177,171,0
169,182,0
-153,-98,3
-47,22,2
-138,-102,3
181,177,0
24,-77,1
-35,22,2
180,175,0
-151,-96,3
19,-90,1
-42,9,2
-140,-89,3
27,-87,1
188,179,0
-160,-93,3
-52,25,2
-161,-98,3
-54,9,2
186,177,0
188,150,0
176,180,0
-61,23,2
-59,33,2
31,-80,1
-54,37,2
178,146,0
195,175,0
178,166,0
18,-79,1
-143,-86,3
22,-87,1
18,-83,1
27,-73,1
-60,25,2
181,168,0
-139,-107,3
15,-75,1
-63,30,2
-63,14,2
-140,-106,3
-151,-98,3
25,-81,1
-45,31,2
-48,20,2
170,167,0
177,177,0
171,164,0
197,156,0
25,-67,1
-56,9,2
162,154,0
179,171,0
24,-74,1
195,188,0
174,176,0
175,183,0
20,-78,1
-54,9,2
-46,13,2
-147,-106,3
196,160,0
-157,-82,3
31,-91,1
184,153,0
182,182,0
12,-77,1
-171,-120,3
26,-81,1
184,174,0
182,170,0
180,169,0
30,-75,1
-97,172,0
194,169,0
170,173,0
-29,27,2
23,-111,1
-50,15,2
174,182,0
-150,-92,3
-50,15,2
14,-94,1
183,186,0
181,181,0
-25,14,2
-149,-92,3
-55,21,2
176,166,0
-149,-101,3
-155,-112,3
-60,9,2
35,-86,1
16,-72,1
-162,-119,3
-49,27,2
191,169,0
-42,10,2
171,170,0
195,172,0
-42,14,2
190,172,0
-145,-108,3
-151,-112,3
-155,-103,3
189,161,0
-42,12,2
-134,-98,3
-139,-95,3
27,-60,1
-160,-81,3
27,-96,1
190,170,0
-155,-94,3
-49,19,2
-141,-95,3
-174,-107,3
-139,-102,3
-40,29,2
-52,25,2
10,-88,1
-161,-94,3
-63,-3,2
184,175,0
177,189,0
23,-100,1
-54,8,2
23,-85,1
-64,12,2
22,-56,1
5,-76,1
15,-67,1
180,164,0
170,159,0
2,-62,1
-144,-97,3
40,-82,1
6,-64,1
-42,30,2
-49,18,2
193,178,0
-35,14,2
30,-93,1
23,-76,1
16,-82,1
-142,-112,3
-56,21,2
183,170,0
-144,-93,3
-42,28,2
185,192,0
198,175,0
173,175,0
-42,4,2
183,178,0
-157,-100,3
15,-85,1
167,180,0
183,177,0
173,164,0
-140,-86,3
-51,13,2
28,-71,1
174,174,0
32,-79,1
-139,-100,3
32,-85,1
25,-77,1
-141,-103,3
-55,16,2
-44,12,2
-60,19,2
26,-95,1
-36,8,2
-37,45,2
-52,13,2
33,-72,1
-139,-91,3
-141,-111,3
-50,21,2
-143,-95,3
-153,-111,3
39,-88,1
178,179,0
-47,7,2
-148,-78,3
194,164,0
-150,-102,3
-165,-109,3
-152,-120,3
-51,14,2
-37,24,2
19,-77,1
182,168,0
-63,15,2
-59,36,2
185,153,0
171,171,0
24,-66,1
-72,33,2
-54,16,2
182,166,0
25,-61,1
-38,14,2
-162,-89,3
34,-93,1
16,-73,1
-158,-114,3
26,-77,1
31,-77,1
21,-75,1
-146,-96,3
175,172,0
31,-77,1
-55,28,2
-163,-94,3
-163,-95,3
-154,-99,3
-30,42,2
-46,10,2
-36,16,2
175,147,0
179,151,0
-153,-101,3
-150,-99,3
172,23,0
-44,22,2
-142,-115,3
177,17,0
-154,-120,3
-131,-87,3
153,153,0
16,-85,1
27,-90,1
-47,27,2
194,158,0
-146,-105,3
-34,29,2
188,167,0
-56,12,2
189,168,0
-45,42,2
168,168,0
186,182,0
196,177,0
-164,-112,3
175,178,0
19,-88,1
-158,-99,3
-147,45,3
168,165,0
18,-82,1
182,142,0
-39,23,2
-173,-84,3
-37,17,2
185,162,0
20,-85,1
196,156,0
188,159,0
-135,-96,3
181,169,0
-42,9,2
-33,32,2
174,190,0
176,189,0
-152,-97,3
-138,-98,3
-159,-118,3
-151,-78,3
26,-81,1
14,-58,1
-53,10,2
-140,-100,3
-170,-107,3
27,-74,1
-35,37,2
-53,12,2
-34,15,2
-131,-99,3
3,-83,1
19,-67,1
-40,17,2
-135,-85,3
-155,-104,3
-143,-109,3
-148,-104,3
12,-86,1
-157,-78,3
9,-85,1
193,179,0
179,180,0
197,189,0
-56,26,2
-160,-101,3
187,176,0
182,170,0
180,173,0
19,-89,1
-170,-105,3
-156,-95,3
175,177,0
-152,-166,3
-130,-89,3
-157,-97,3
-40,17,2
-157,-102,3
-44,11,2
-60,36,2
38,-80,1
-44,20,2
-27,17,2
188,179,0
185,171,0
-151,-94,3
51,-83,1
-159,-104,3
-36,25,2
25,-81,1
-169,-93,3
-146,-82,3
177,184,0
-144,-95,3
19,-71,1
165,173,0
33,-91,1
-147,-94,3
181,170,0
-134,-91,3
12,-86,1
21,-73,1
44,-72,1
22,-89,1
-43,21,2
-159,-110,3
11,-92,1
176,155,0
-43,21,2
185,150,0
28,-91,1
160,162,0
-158,-111,3
185,177,0
182,149,0
192,178,0
-157,-79,3
-63,-2,2
13,-79,1
-138,-104,3
19,-79,1
-53,15,2
-55,26,2
-161,-102,3
-133,-108,3
-139,-101,3
-54,24,2
-164,-113,3
22,-71,1
-59,20,2
-145,-91,3
-53,20,2
-55,26,2
-62,20,2
35,-83,1
33,-74,1
6,-82,1
-147,-86,3
195,181,0
-56,16,2
-159,-85,3
187,183,0
37,-85,1
178,163,0
-150,-87,3
171,167,0
-41,-3,2
171,153,0
-150,-102,3
-62,31,2
-40,25,2
-156,-101,3
27,-78,1
21,-56,1
28,-79,1
188,166,0
178,188,0
152,185,0
-57,3,2
-138,-75,3
22,-71,1
-144,-74,3
-145,-100,3
187,162,0
-66,8,2
-49,25,2
-52,31,2
-34,9,2
-140,-100,3
171,152,0
-48,20,2
188,165,0
-143,-100,3
-142,-101,3
168,179,0
31,-89,1
174,166,0
176,154,0
-36,34,2
23,-73,1
182,162,0
-146,-109,3
26,-84,1
166,165,0
15,-72,1
22,-84,1
-152,-89,3
-4,-76,1
173,157,0
2,-70,1
-62,28,2
186,185,0
191,182,0
169,157,0
-39,7,2
-53,7,2
-149,-86,3
-45,12,2
172,171,0
14,-74,1
-132,-86,3
-48,19,2
-141,-107,3
-165,-84,3
30,-77,1
167,161,0
-59,11,2
31,-72,1
-147,-88,3
0,-81,1
-66,17,2
23,-76,1
-45,24,2
-158,-101,3
-44,3,2
180,150,0
-158,-90,3
-33,12,2
161,168,0
21,-74,1
172,178,0
21,-83,1
-40,22,2
-160,-90,3
-53,30,2
174,170,0
27,-79,1
-143,-105,3
191,168,0
-156,-112,3
190,167,0
-47,32,2
-154,-109,3
-51,21,2
13,-83,1
1,-80,1
195,186,0
-53,49,2
-122,-107,3
-59,17,2
173,175,0
-142,-81,3
-43,4,2
180,158,0
-60,14,2
14,-76,1
-50,57,2
-56,16,2
-56,17,2
196,168,0
-147,-102,3
-58,27,2
196,157,0
20,-86,1
-53,16,2
-30,7,2
184,161,0
27,-72,1
-139,-104,3
188,154,0
-156,-72,3
30,-103,1
-44,-5,2
-150,-103,3
-49,22,2
37,-100,1
-158,-104,3
28,-85,1
25,-86,1
-151,-106,3
-134,-96,3
32,-84,1
-137,-113,3
-35,30,2
-179,-113,3
-43,24,2
33,-103,1
-148,-115,3
-47,31,2
-150,-107,3
-46,28,2
-56,38,2
-150,-93,3
176,168,0
187,181,0
8,-85,1
175,157,0
17,-83,1
22,-84,1
-125,-103,3
180,175,0
188,159,0
-48,33,2
191,169,0
177,160,0
17,-91,1
22,-71,1
180,186,0
-57,23,2
-150,-97,3
39,-71,1
-158,-105,3
-147,-97,3
26,-84,1
-33,16,2
-159,-100,3
4,-85,1
-148,-115,3
156,165,0
-131,-105,3
-56,24,2
-158,-92,3
33,-94,1
187,176,0
-137,-96,3
163,169,0
24,-64,1
-149,-105,3
18,-83,1
186,169,0
35,-91,1
30,-94,1
-25,31,2
-47,18,2
8,-98,1
27,-81,1
-144,-116,3
185,176,0
-42,16,2
-155,-91,3
-61,28,2
23,-79,1
-46,25,2
-164,-94,3
12,-62,1
171,192,0
-59,22,2
16,-84,1
21,-79,1
159,172,0
180,168,0
-153,-129,3
159,183,0
182,168,0
170,159,0
18,-99,1
-47,31,2
21,-72,1
-30,22,2
-145,-99,3
-53,20,2
190,173,0
-67,22,2
179,168,0
28,-62,1
-47,33,2
15,-70,1
171,189,0
178,186,0
-36,21,2
20,-91,1
-148,-108,3
174,165,0
24,-91,1
-36,15,2
-146,-110,3
-62,27,2
37,-84,1
19,-79,1
32,-82,1
33,-71,1
173,170,0
186,162,0
18,-80,1
189,180,0
-36,1,2
187,161,0
191,178,0
-58,17,2
-159,-93,3
-160,-98,3
152,164,0
178,175,0
15,-77,1
189,188,0
-56,10,2
19,-87,1
188,160,0
5,-86,1
16,-83,1
190,156,0
18,-85,1
-53,22,2
183,170,0
175,169,0
172,165,0
166,182,0
-161,-101,3
-149,-101,3
-45,-2,2
176,171,0
-59,18,2
-166,-98,3
185,164,0
29,-93,1
-141,-102,3
-39,14,2
-155,-92,3
183,148,0
-160,-99,3
183,173,0
15,-71,1
-143,-116,3
-155,-93,3
175,172,0
-44,33,2
6,-72,1
23,-91,1
-154,-101,3
23,-63,1
179,177,0
-139,-96,3
-72,15,2
-154,-103,3
185,179,0
21,-81,1
176,157,0
177,166,0
-63,10,2
-55,24,2
-46,19,2
-165,-95,3
-54,11,2
26,-83,1
-172,-101,3
-151,-122,3
31,-73,1
171,174,0
178,164,0
154,159,0
-49,37,2
7,-85,1
-150,-106,3
-153,-104,3
-41,14,2
-152,-92,3
182,178,0
15,-57,1
35,-87,1
-64,34,2
-67,20,2
-54,15,2
24,-80,1
-43,23,2
16,-69,1
-62,15,2
-160,-96,3
186,154,0
17,-81,1
19,-75,1
180,170,0
-158,-100,3
-54,15,2
4,-83,1
183,163,0
-37,21,2
-57,24,2
-61,8,2
178,163,0
168,176,0
-148,-105,3
-44,19,2
165,170,0
8,-61,1
21,-92,1
12,-89,1
9,-100,1
19,-84,1
185,155,0
-144,-91,3
191,169,0
39,-76,1
180,175,0
21,-72,1
-67,3,2
-32,13,2
11,-88,1
8,-90,1
168,161,0
15,-88,1
-56,19,2
-40,24,2
180,166,0
12,-82,1
-45,16,2
-157,-87,3
17,-98,1
-152,-119,3
190,184,0
192,171,0
-36,16,2
179,171,0
-39,35,2
171,159,0
35,-95,1
35,-84,1
-44,19,2
192,166,0
0,-75,1
31,-79,1
26,-73,1
-45,32,2
-159,-100,3
7,-86,1
-147,-111,3
176,167,0
6,-78,1
-147,-99,3
30,-63,1
196,158,0
23,-68,1
-150,-111,3
21,-85,1
-35,21,2
11,-75,1
190,192,0
-154,-100,3
22,-77,1
196,167,0
170,185,0
178,158,0
-146,-110,3
-138,-98,3
33,-60,1
29,-83,1
-40,29,2
-154,-107,3
21,-81,1
168,184,0
-52,19,2
189,162,0
-146,-109,3
-144,-94,3
185,172,0
-161,-95,3
18,-85,1
-57,25,2
184,179,0
170,172,0
-143,-106,3
182,165,0
17,-70,1
-47,9,2
178,181,0
-146,-112,3
174,179,0
192,171,0
176,179,0
-52,13,2
25,-91,1
-152,-106,3
-147,-102,3
-176,-87,3
32,-82,1
45,-63,1
185,150,0
7,-93,1
-40,18,2
-148,-106,3
-41,22,2
-52,4,2
171,165,0
-58,22,2
-53,32,2
-157,-114,3
-46,8,2
159,167,0
-159,-95,3
9,-79,1
177,163,0
-48,29,2
-38,16,2
-62,28,2
179,165,0
-137,-100,3
-152,-96,3
-48,36,2
-135,-96,3
2,-67,1
32,-59,1
-49,18,2
-145,-98,3
176,170,0
168,169,0
9,-66,1
33,-83,1
195,172,0
-52,32,2
22,-100,1
-151,-82,3
-25,29,2
30,-75,1
-141,-113,3
3,-78,1
-40,44,2
-38,23,2
18,-84,1
-56,16,2
181,191,0
175,160,0
26,-77,1
183,170,0
-143,-83,3
14,-79,1
-43,13,2
-159,-97,3
25,-86,1
-162,-99,3
0,-74,1
-55,33,2
-60,24,2
-134,-88,3
-159,-73,3
-164,-107,3
184,186,0
190,182,0
-165,-99,3
187,171,0
-142,-96,3
182,163,0
31,-77,1
-1,-49,1
-49,16,2
-47,16,2
-160,-82,3
-147,-110,3
193,161,0
-152,-108,3
-121,-108,3
-48,20,2
183,167,0
-51,6,2
175,154,0
-46,24,2
12,-90,1
-146,-105,3
175,182,0
-140,-96,3
-57,4,2
-42,13,2
-134,-103,3
-55,23,2
-52,8,2
173,163,0
-70,6,2
-66,13,2
28,-80,1
168,174,0
-52,18,2
-35,23,2
-50,23,2
23,-63,1
29,-67,1
-48,8,2
-67,18,2
-57,4,2
167,185,0
178,178,0
196,153,0
193,158,0
-47,29,2
-49,28,2
-167,-114,3
-169,-105,3
-143,-115,3
29,-90,1
21,-84,1
-157,-91,3
21,-75,1
-49,33,2
-157,-84,3
-39,20,2
-167,-89,3
26,-80,1
-153,-105,3
191,196,0
178,158,0
178,160,0
193,159,0
24,-96,1
20,-81,1
12,-72,1
-160,-93,3
-52,-1,2
12,-68,1
-137,-112,3
13,-79,1
-37,14,2
-164,-106,3
186,174,0
187,175,0
170,169,0
-57,15,2
-27,23,2
-52,19,2
183,177,0
-46,18,2
167,158,0
24,-89,1
30,-49,1
181,169,0
-43,12,2
180,181,0
38,-86,1
-41,15,2
27,-70,1
-147,-96,3
199,166,0
170,179,0
10,-83,1
185,190,0
175,164,0
-139,-97,3
-64,44,2
-52,23,2
-23,8,2
8,-81,1
13,-60,1
22,-80,1
169,155,0
187,171,0
13,-84,1
179,172,0
-146,-111,3
-44,6,2
14,-88,1
-135,-102,3
-169,-118,3
171,172,0
-147,-97,3
172,164,0
-149,-86,3
10,-93,1
-147,-97,3
173,173,0
-38,22,2
22,-99,1
-41,7,2
35,-88,1
-149,-106,3
-149,-115,3
188,189,0
-136,-89,3
45,-68,1
-146,-104,3
190,160,0
11,-77,1
26,-90,1
-151,-111,3
4,-64,1
-155,-97,3
-153,-89,3
168,168,0
173,156,0
-53,28,2
9,-100,1
13,-84,1
40,-83,1
-146,-97,3
-150,-112,3
-55,12,2
199,154,0
190,162,0
12,-68,1
-136,-106,3
-143,-102,3
-35,27,2
-170,-114,3
25,-88,1
-166,-97,3
-160,-97,3
24,-72,1
184,150,0
14,-83,1
-45,14,2
176,176,0
-67,21,2
-45,23,2
189,185,0
162,159,0
32,-93,1
-142,-71,3
17,-78,1
167,167,0
17,-94,1
31,-75,1
-151,-100,3
190,177,0
-152,-115,3
10,-93,1
184,158,0
168,167,0
-45,29,2
-56,15,2
184,174,0
-139,-107,3
163,180,0
-143,-96,3
183,172,0
-164,-97,3
183,172,0
16,-72,1
-60,38,2
-51,17,2
184,175,0
-49,32,2
-148,-86,3
32,-85,1
22,-93,1
181,173,0
-47,24,2
-163,-94,3
186,175,0
-60,17,2
173,169,0
183,182,0
182,176,0
-152,-104,3
-136,-111,3
194,196,0
6,-81,1
-131,-97,3
16,-100,1
-58,17,2
-49,30,2
186,165,0
-146,-108,3
19,-76,1
-152,-98,3
179,185,0
-23,29,2
19,-62,1
-41,38,2
-47,18,2
183,172,0
-142,-102,3
34,-82,1
-158,-110,3
164,169,0
-143,-102,3
-51,23,2
-51,8,2
-41,34,2
-59,31,2
-145,-99,3
175,156,0
175,178,0
-163,-95,3
-150,-84,3
-155,-102,3
36,-70,1
183,187,0
16,-78,1
167,187,0
-45,19,2
-161,-94,3
21,-85,1
-155,-96,3
-56,22,2
-55,17,2
-149,-99,3
189,185,0
14,-76,1
4,-90,1
-44,27,2
-135,-98,3
24,-75,1
-31,17,2
-152,-99,3
22,-93,1
9,-77,1
-48,17,2
170,159,0
188,184,0
-3,-61,1
-58,4,2
174,161,0
28,-102,1
171,179,0
-149,-105,3
-159,-93,3
-144,-101,3
21,-97,1
-145,-88,3
181,167,0
178,169,0
7,-94,1
-46,29,2
28,-71,1
175,175,0
168,173,0
194,166,0
25,-85,1
185,170,0
-130,-94,3
165,174,0
184,168,0
26,-90,1
-151,-97,3
-47,27,2
-151,-100,3
186,189,0
-138,-83,3
-128,-92,3
10,-60,1
25,-70,1
-31,17,2
11,-75,1
-160,-85,3
-152,-102,3
-167,-91,3
-138,-101,3
-46,23,2
182,156,0
26,-75,1
171,169,0
25,-69,1
-58,8,2
-156,-125,3
-59,20,2
-160,-99,3
16,-83,1
-157,-92,3
-57,9,2
-54,7,2
-152,-109,3
-42,23,2
-160,-97,3
-177,-100,3
-13,-73,1
-50,7,2
-155,-105,3
177,167,0
13,-89,1
-148,-107,3
11,-91,1
167,182,0
13,-60,1
-148,-104,3
-162,-105,3
185,152,0
172,162,0
-138,-110,3
-50,-9,2
-151,-102,3
-39,19,2
25,-67,1
-55,-1,2
-165,-107,3
20,-84,1
-149,-95,3
183,154,0
19,-91,1
-71,6,2
23,-70,1
188,158,0
-146,-95,3
-149,-91,3
-152,-95,3
-145,-86,3
186,182,0
24,-94,1
-166,-115,3
176,154,0
-150,-105,3
-57,30,2
-44,15,2
189,164,0
-42,14,2
11,-81,1
-1,-80,1
-142,-103,3
153,180,0
179,162,0
18,-90,1
-150,-108,3
167,152,0
-153,-110,3
167,174,0
191,161,0
27,-80,1
-150,-120,3
-48,15,2
183,167,0
7,-61,1
-136,-111,3
-47,-128,2
179,168,0
-43,39,2
-168,-99,3
-167,-104,3
197,177,0
-42,26,2
-41,28,2
164,156,0
181,165,0
-42,-3,2
-138,-112,3
-149,-94,3
-57,19,2
-1,-67,1
-47,22,2
168,180,0
160,160,0
179,166,0
193,171,0
-55,27,2
14,-95,1
191,170,0
-51,36,2
15,-91,1
-62,22,2
26,-89,1
181,158,0
-139,-101,3
187,177,0
-154,-92,3
32,-77,1
188,161,0
-44,8,2
20,-80,1
-64,32,2
178,165,0
-138,-115,3
0,-79,1
-39,15,2
27,-84,1
-42,23,2
-157,-109,3
-139,-104,3
195,160,0
26,-88,1
-132,-102,3
179,161,0
49,-81,1
190,157,0
188,165,0
-48,22,2
170,149,0
-53,8,2
-52,31,2
20,-85,1
177,166,0
-63,37,2
187,164,0
-63,17,2
-46,27,2
