X,Y,GRUP
19,-86,1
-172,-169,4
-169,-169,4
182,181,0
-170,-72,3
-143,-100,3
190,175,0
187,170,0
-61,19,2
-148,-94,3
-172,-167,4
23,-56,1
-165,-168,4
-64,-89,5
15,-72,1
-179,-175,4
-62,23,2
-159,-97,3
182,163,0
-148,-102,3
-179,-169,4
-42,26,2
21,-86,1
-65,18,2
-132,-101,3
-47,29,2
-40,14,2
-171,-170,4
188,178,0
-77,-79,5
-175,-182,4
196,159,0
-64,-83,5
18,-74,1
-168,-167,4
-57,17,2
-64,-82,5
18,-83,1
-141,-92,3
1,-87,1
-169,-164,4
-179,-168,4
-79,-77,5
-67,-75,5
150,163,0
16,-80,1
154,172,0
-163,-166,4
21,-79,1
-72,-93,5
-140,-93,3
160,166,0
182,169,0
-167,-171,4
179,164,0
173,181,0
-83,-81,5
-166,-172,4
32,-88,1
161,164,0
192,182,0
175,170,0
-68,-87,5
-49,16,2
-170,-168,4
-64,-76,5
19,-68,1
-142,-103,3
-143,-81,3
-160,-106,3
-53,25,2
-140,-95,3
26,-71,1
-64,-92,5
168,169,0
-164,-106,3
-61,-81,5
-157,-117,3
-71,-87,5
6,-73,1
-177,-171,4
180,173,0
-69,24,2
-67,-63,5
-156,-99,3
-167,-106,3
-66,-77,5
181,164,0
-175,-170,4
-138,-87,3
-147,-102,3
-62,16,2
-178,-177,4
14,-74,1
167,173,0
-42,16,2
-73,-63,5
-60,25,2
-79,-64,5
-51,-83,5
-149,-90,3
167,167,0
177,172,0
-47,21,2
187,172,0
-79,-82,5
-56,-90,5
-73,-90,5
-74,-88,5
-78,-83,5
-147,-96,3
-165,-168,4
-63,3,2
22,-74,1
184,173,0
176,173,0
-155,-95,3
12,-68,1
-70,-78,5
-169,-95,3
-58,18,2
-173,-177,4
-46,8,2
35,-72,1
11,-79,1
23,-82,1
-148,-118,3
-177,-168,4
14,-67,1
-56,-81,5
16,-83,1
-85,-85,5
3,-75,1
13,-90,1
177,158,0
19,-79,1
-37,20,2
-169,-168,4
-147,-116,3
-168,-170,4
-152,-92,3
18,-74,1
-180,-161,4
-75,-78,5
21,-89,1
-45,34,2
-40,13,2
-51,23,2
39,-66,1
-169,-168,4
-71,-65,5
-165,-170,4
-141,-98,3
180,175,0
-167,-172,4
196,169,0
-171,-170,4
185,173,0
-51,8,2
-83,-63,5
0,-94,1
-153,-84,3
-152,-104,3
-70,-90,5
-48,-78,5
-63,-76,5
24,-77,1
32,-83,1
-54,18,2
-170,-173,4
191,175,0
-179,-179,4
-75,-65,5
185,168,0
-67,-79,5
183,174,0
-75,-84,5
-170,-165,4
-44,12,2
27,-92,1
-65,-77,5
-65,25,2
-62,-72,5
-60,-93,5
-157,-75,3
-164,-167,4
-170,-172,4
173,150,0
-41,29,2
-85,-52,5
25,-75,1
-85,-82,5
-166,-98,3
-67,3,2
-75,-66,5
-168,-170,4
-64,-66,5
-84,-89,5
23,-71,1
-87,-96,5
-50,32,2
187,168,0
-78,-89,5
-60,-81,5
-169,-171,4
-150,-111,3
179,172,0
-144,-95,3
-152,-104,3
-43,39,2
163,-175,4
-145,-98,3
28,-85,1
-47,33,2
-48,11,2
-171,-171,4
41,-88,1
-166,-174,4
-74,-88,5
-162,-81,3
-68,-73,5
174,169,0
191,172,0
-64,-88,5
185,165,0
-166,-171,4
-156,-92,3
186,178,0
-37,24,2
-148,-103,3
-145,-107,3
-169,-178,4
17,-80,1
32,-79,1
-74,-80,5
179,197,0
-148,-100,3
-63,-64,5
24,-95,1
-91,-83,5
-70,-86,5
-75,-80,5
175,160,0
182,158,0
-170,-163,4
-177,-168,4
-176,-177,4
-149,-92,3
179,175,0
7,-73,1
-156,-92,3
-50,22,2
199,160,0
12,-82,1
15,-92,1
-140,-93,3
20,-82,1
-174,-162,4
-78,-88,5
-71,28,2
-39,16,2
-78,-77,5
-56,20,2
-74,-90,5
-133,-115,3
-171,-180,4
-67,-85,5
168,157,0
-172,-176,4
-147,-99,3
-169,-175,4
-153,-89,3
-136,-113,3
-170,-175,4
177,176,0
-153,-92,3
-174,-172,4
21,-81,1
163,153,0
-166,-162,4
-165,-175,4
-30,18,2
-84,-98,5
-167,-87,3
-172,-173,4
-171,-160,4
-49,8,2
-184,-96,3
195,165,0
-75,-93,5
-150,-109,3
-172,-164,4
-67,21,2
-57,-82,5
181,169,0
-44,12,2
-74,-85,5
-63,-86,5
31,-74,1
-67,9,2
-145,-116,3
195,186,0
-75,-67,5
178,171,0
-71,-84,5
-27,30,2
36,-84,1
185,160,0
-152,-97,3
180,166,0
194,176,0
-154,-99,3
-57,24,2
-51,33,2
27,-90,1
-168,-167,4
-64,15,2
-47,19,2
-66,15,2
-170,-161,4
-30,25,2
-172,-171,4
-49,30,2
-149,-100,3
22,-86,1
-77,-80,5
9,-66,1
-60,-83,5
172,169,0
-76,-80,5
-50,21,2
-74,-63,5
193,174,0
-164,-90,3
-93,-81,5
179,167,0
-150,-93,3
-148,-96,3
172,171,0
16,-80,1
28,-84,1
19,-100,1
185,172,0
162,172,0
-169,-173,4
-70,25,2
-153,-174,4
15,-88,1
-144,-95,3
-171,-167,4
183,162,0
-47,23,2
-144,-93,3
-176,-165,4
-69,-64,5
-64,-80,5
-167,-172,4
-168,-171,4
-45,33,2
190,158,0
-173,-168,4
-170,-169,4
-71,-93,5
-172,-176,4
-174,-173,4
-169,-172,4
-159,-171,4
-86,-66,5
21,-79,1
-166,-177,4
-152,-96,3
-154,-111,3
-127,-90,3
-169,-170,4
23,-88,1
-155,-94,3
-166,-166,4
182,170,0
-150,-98,3
-150,-104,3
33,-64,1
-171,-164,4
-78,-69,5
-62,-81,5
181,172,0
-162,-81,3
-39,24,2
-165,-166,4
-65,-89,5
172,152,0
25,-61,1
-179,-179,4
-148,-101,3
-157,-104,3
183,166,0
175,177,0
195,168,0
-53,22,2
197,179,0
-170,-105,3
-162,-166,4
-169,-166,4
20,-83,1
-70,-77,5
-44,4,2
18,-76,1
-147,-84,3
-140,-90,3
-58,-71,5
-136,-99,3
-163,-165,4
28,-75,1
178,171,0
-50,17,2
-167,-173,4
5,-77,1
-55,22,2
187,158,0
-59,10,2
15,-86,1
-125,-91,3
-179,-167,4
174,174,0
18,-79,1
-51,18,2
-170,-175,4
0,-94,1
32,-73,1
25,-67,1
181,172,0
-61,31,2
184,175,0
-164,-106,3
-145,-98,3
-157,-108,3
-60,-88,5
14,-94,1
172,172,0
-82,-76,5
167,161,0
-172,-171,4
-171,-174,4
24,-85,1
194,167,0
-166,-168,4
-71,-85,5
-64,-78,5
-160,-168,4
20,-69,1
169,166,0
-171,-168,4
-60,20,2
-55,-94,5
-32,22,2
-74,-104,5
192,169,0
18,-82,1
-66,-80,5
189,174,0
-160,-113,3
-78,-75,5
-153,-115,3
180,178,0
-60,-89,5
-74,-83,5
-65,-86,5
-154,-94,3
-139,-100,3
19,-92,1
5,-78,1
-147,-93,3
-41,37,2
181,171,0
-63,-79,5
-168,-96,3
-65,-85,5
184,161,0
-168,-173,4
180,159,0
-60,-63,5
-59,-76,5
-172,-175,4
185,178,0
-170,-173,4
24,-85,1
-178,-167,4
-139,-90,3
-68,-76,5
-39,23,2
173,178,0
26,-96,1
35,-82,1
-43,29,2
-172,-172,4
22,-86,1
-148,-110,3
30,-90,1
-48,17,2
164,186,0
32,-67,1
-175,-177,4
190,175,0
-46,27,2
-49,32,2
-50,26,2
-45,23,2
-51,22,2
-66,-96,5
-165,-170,4
-166,-170,4
-47,28,2
-40,-78,5
-58,-91,5
-165,-164,4
-160,-165,4
25,-67,1
196,165,0
180,170,0
21,-82,1
-167,-167,4
-172,-168,4
-136,-114,3
-54,36,2
24,-92,1
-158,-88,3
-138,-91,3
-166,-174,4
173,152,0
-173,-168,4
-53,20,2
188,179,0
-76,-66,5
-70,-98,5
-67,-77,5
25,-81,1
-56,17,2
-174,-167,4
-56,34,2
-153,-96,3
-89,-74,5
-59,-79,5
168,175,0
-62,25,2
-52,23,2
-167,-170,4
152,173,0
-157,-102,3
-165,-174,4
-66,-94,5
181,157,0
-66,-64,5
-151,-100,3
-140,-100,3
185,188,0
-147,-94,3
-62,36,2
-137,-108,3
-158,-106,3
-175,-168,4
176,184,0
-160,-100,3
26,-72,1
-179,-165,4
31,-87,1
-166,-174,4
-166,-170,4
30,-74,1
165,162,0
-145,-99,3
16,-86,1
167,177,0
-150,-98,3
-71,-86,5
-151,-121,3
-57,23,2
23,-67,1
189,161,0
-65,45,2
-46,37,2
-172,-173,4
-162,-113,3
186,181,0
-70,-82,5
171,168,0
-162,-171,4
-49,14,2
180,173,0
-57,-96,5
-68,-77,5
181,167,0
-69,-76,5
188,163,0
-74,-92,5
177,170,0
-148,-106,3
-70,-84,5
-76,-80,5
-44,-95,5
181,184,0
-75,-112,5
-161,-163,4
-171,-88,3
185,188,0
-59,-70,5
-79,-94,5
-177,-172,4
-60,-72,5
-61,-69,5
18,-89,1
-58,-85,5
-45,14,2
-156,-90,3
-57,-80,5
18,-90,1
-148,-117,3
28,-77,1
-154,-103,3
-160,-90,3
-61,22,2
-152,-86,3
-43,25,2
-148,-107,3
-68,-73,5
-76,-78,5
193,176,0
-77,-60,5
164,175,0
-148,-92,3
-84,-70,5
-84,-81,5
-164,-187,4
15,-75,1
-50,7,2
170,187,0
21,-81,1
-54,-74,5
168,183,0
-67,34,2
174,165,0
-38,4,2
-172,-170,4
-63,-75,5
-55,-63,5
-169,-99,3
-66,-73,5
-63,-81,5
17,-82,1
-74,-60,5
-39,24,2
41,-61,1
-149,-98,3
-68,11,2
182,160,0
-75,-72,5
-36,21,2
16,-74,1
-174,-173,4
-68,-90,5
-161,-99,3
-69,-61,5
-69,-104,5
-65,13,2
-64,-75,5
-39,16,2
-45,15,2
-69,32,2
-145,-110,3
-79,-69,5
-132,-100,3
-166,-175,4
-82,-92,5
-59,-82,5
-41,19,2
-156,-105,3
-173,-111,3
17,-72,1
-153,-104,3
-67,-68,5
20,-77,1
15,-87,1
36,-71,1
20,-92,1
8,-69,1
-67,26,2
175,167,0
-47,17,2
163,176,0
-69,-83,5
-167,-162,4
-61,-11,2
-56,-79,5
-70,-80,5
-172,-166,4
6,-73,1
-174,-172,4
-145,-116,3
-83,-87,5
-168,-174,4
-173,-164,4
-170,-172,4
14,-73,1
-177,-173,4
-48,3,2
-163,-166,4
-54,20,2
-67,-94,5
179,176,0
-56,28,2
-74,-64,5
-167,-169,4
-173,-164,4
-162,-166,4
-142,-108,3
-163,-170,4
-166,-164,4
-46,31,2
-170,-160,4
-67,6,2
25,-78,1
189,158,0
181,175,0
-140,-106,3
29,-97,1
34,-64,1
21,-72,1
29,-91,1
-71,29,2
17,-96,1
199,175,0
-66,-82,5
13,-80,1
-63,-81,5
23,-92,1
-47,26,2
-44,30,2
-50,23,2
-36,15,2
-72,-86,5
-37,14,2
-144,-105,3
177,176,0
-175,-175,4
-172,-110,3
-80,-77,5
-66,-97,5
-178,-165,4
-163,-89,3
-166,-168,4
182,157,0
-179,-174,4
-79,-83,5
-54,40,2
169,189,0
-49,25,2
163,170,0
-63,-66,5
-164,-111,3
-144,-104,3
-149,-103,3
2,-79,1
-168,-163,4
-131,-108,3
-150,-94,3
-73,-74,5
19,-92,1
171,197,0
-154,-86,3
15,-84,1
-174,-172,4
-171,-169,4
-169,-176,4
181,163,0
-147,-110,3
-172,-177,4
30,-83,1
-173,-169,4
-156,-114,3
-63,-84,5
-176,-164,4
-59,20,2
-55,18,2
-170,-180,4
-170,-165,4
4,-86,1
29,-99,1
-147,-104,3
21,-94,1
174,170,0
198,175,0
-135,-70,3
-56,-89,5
-57,-93,5
-51,25,2
-67,-81,5
-173,-178,4
-138,-91,3
193,171,0
-172,-173,4
-170,-174,4
-173,-171,4
-166,-175,4
-49,15,2
-46,33,2
173,156,0
176,160,0
-64,-74,5
180,160,0
-58,-71,5
-159,-167,4
-179,-108,3
-65,-77,5
32,-97,1
-153,-87,3
-49,31,2
11,-88,1
-67,-70,5
-167,-160,4
-64,-70,5
-90,-72,5
174,179,0
181,165,0
-148,-79,3
19,-71,1
173,185,0
36,-80,1
189,167,0
-162,-166,4
-69,-97,5
-162,-90,3
-153,-100,3
-71,-69,5
24,-75,1
-178,-172,4
-48,4,2
-169,-164,4
180,174,0
-55,12,2
-57,15,2
-142,-107,3
175,159,0
-175,-178,4
-165,-87,3
-147,-101,3
-176,-172,4
-172,-165,4
-62,35,2
-145,-96,3
-164,-104,3
-178,-167,4
-145,-117,3
182,174,0
-89,-93,5
24,-79,1
-143,-89,3
-76,31,2
-165,-181,4
-158,-170,4
34,-73,1
-151,-87,3
-153,-113,3
190,173,0
-21,5,2
-133,-93,3
-179,-164,4
-171,-157,4
-69,-77,5
-127,-99,3
-67,-76,5
-76,-83,5
-4,-85,1
-173,-168,4
-58,13,2
-139,-103,3
-76,-75,5
23,-85,1
19,-86,1
-48,-66,5
183,171,0
-44,34,2
-68,-84,5
174,166,0
-175,-170,4
-31,18,2
-41,21,2
-41,11,2
-155,-93,3
-65,19,2
21,-92,1
-156,-85,3
170,-127,0
-43,16,2
-157,-101,3
187,171,0
-171,-171,4
173,180,0
-51,38,2
-155,-85,3
-166,-99,3
-167,-172,4
185,171,0
-78,-82,5
-61,-80,5
23,-80,1
33,-105,1
28,-84,1
174,174,0
-174,-168,4
-45,25,2
-68,-96,5
184,166,0
173,148,0
-169,-172,4
17,-80,1
194,170,0
182,160,0
-46,-81,5
-182,-170,4
-51,-67,5
-63,-92,5
-34,13,2
14,-79,1
-52,-77,5
-144,-99,3
-78,-69,5
-58,-76,5
7,-78,1
-171,-107,3
32,-71,1
-163,-98,3
-69,-74,5
-63,-68,5
-88,-79,5
-164,-167,4
-86,-67,5
-69,-69,5
-147,-90,3
-170,-170,4
18,-79,1
-74,-91,5
28,-67,1
-61,33,2
175,166,0
9,-82,1
192,172,0
25,-78,1
37,-83,1
-131,-103,3
-53,17,2
-56,25,2
-144,-93,3
178,180,0
-162,-164,4
-52,15,2
-147,-98,3
-178,-173,4
-158,-89,3
-182,-163,4
-85,-81,5
-135,-104,3
-79,-53,5
-78,-96,5
-159,-98,3
-74,-75,5
192,155,0
-156,-97,3
-164,-111,3
-64,28,2
-50,13,2
-82,-73,5
-152,-96,3
-37,38,2
-168,-173,4
-77,-87,5
-164,-169,4
34,-90,1
-166,-99,3
-58,37,2
-125,-116,3
-40,18,2
-142,-92,3
-42,21,2
-69,-87,5
162,164,0
169,175,0
176,152,0
18,-70,1
25,-76,1
-157,-166,4
-63,-71,5
-137,-118,3
8,-84,1
171,175,0
-84,-66,5
179,165,0
-63,-100,5
10,-75,1
-54,-81,5
-68,-74,5
-48,30,2
-144,-96,3
-162,-113,3
-166,-169,4
-166,-168,4
188,171,0
-129,-97,3
-61,-94,5
-62,20,2
-69,-79,5
190,186,0
-145,-98,3
-67,-98,5
-151,-89,3
-172,-167,4
176,175,0
-59,-69,5
173,175,0
-171,-163,4
-85,-75,5
184,168,0
-177,-167,4
-80,-81,5
-82,-88,5
-52,1,2
-69,-92,5
-149,-90,3
172,166,0
-152,-94,3
-56,27,2
177,175,0
-165,-117,3
26,-96,1
-47,33,2
-61,-81,5
-61,23,2
-58,-86,5
-47,-1,2
18,-86,1
-165,-105,3
164,165,0
-136,-106,3
40,-79,1
-154,-108,3
-81,-72,5
199,176,0
-141,-115,3
182,169,0
-168,-170,4
-60,17,2
-167,-169,4
16,-77,1
-63,-83,5
173,170,0
-174,-166,4
-63,-64,5
-55,16,2
25,-96,1
-25,25,2
-168,-167,4
-131,-113,3
-161,-91,3
-65,-82,5
-68,10,2
-157,-106,3
-154,-108,3
-56,32,2
-148,-113,3
-153,-101,3
-61,-96,5
28,-65,1
196,168,0
172,171,0
27,-103,1
-149,-89,3
-47,17,2
191,157,0
183,172,0
-68,-90,5
-174,-172,4
-73,-93,5
-171,-169,4
171,159,0
-65,33,2
171,176,0
-46,14,2
-66,-69,5
-171,-161,4
-46,17,2
-51,17,2
-47,20,2
188,167,0
-80,-67,5
-148,-102,3
-35,26,2
5,-67,1
-149,-95,3
-170,-168,4
-169,-163,4
0,-79,1
-145,-103,3
-67,-75,5
-177,-116,3
-180,-175,4
9,-62,1
-171,-168,4
166,155,0
-159,-93,3
-68,-76,5
21,-91,1
25,-87,1
-83,-85,5
-61,20,2
-171,-180,4
-174,-177,4
21,-70,1
180,167,0
17,-72,1
28,-81,1
23,-101,1
9,-89,1
-36,17,2
-45,-1,2
-50,26,2
-55,-72,5
178,171,0
-169,-167,4
169,163,0
-69,-84,5
181,182,0
-69,-68,5
180,163,0
192,167,0
-27,21,2
-49,-86,5
-146,-103,3
-180,-167,4
33,-91,1
-47,11,2
196,152,0
-22,21,2
-175,-178,4
-30,16,2
-52,-91,5
-76,-79,5
181,181,0
-169,-175,4
-170,-165,4
174,167,0
-147,-118,3
16,-82,1
-31,13,2
-164,-100,3
-51,20,2
-62,-75,5
188,170,0
13,-86,1
-59,14,2
-169,-160,4
-69,-65,5
179,182,0
-168,-169,4
-148,-111,3
-162,-100,3
-43,12,2
-152,-95,3
-63,20,2
-52,29,2
18,-81,1
22,-77,1
180,166,0
-56,50,2
-56,13,2
-174,-176,4
24,-72,1
184,178,0
160,-80,5
-159,-167,4
-52,20,2
-74,-69,5
-143,-86,3
-87,-51,5
-34,14,2
179,181,0
188,190,0
-70,6,2
-123,-94,3
-68,-69,5
-179,-176,4
-68,25,2
-176,-178,4
-151,-91,3
-55,26,2
4,-74,1
14,-87,1
-150,-113,3
-72,-100,5
29,-87,1
-69,-70,5
-169,-168,4
-47,8,2
-79,-79,5
-55,27,2
10,-66,1
-64,-68,5
-165,-166,4
174,160,0
-76,-87,5
168,178,0
-164,-180,4
-81,-72,5
49,-88,1
-72,-70,5
186,178,0
179,183,0
-136,-100,3
165,167,0
-63,20,2
-181,-168,4
-145,-118,3
-166,-87,3
26,-62,1
-168,-175,4
-45,31,2
-134,-97,3
-62,37,2
197,154,0
-146,-94,3
-157,-109,3
-46,14,2
-1,-104,1
-145,-109,3
-141,-107,3
-44,17,2
-73,-53,5
-45,16,2
-39,44,2
-163,-94,3
-66,-101,5
-50,-1,2
-52,19,2
185,159,0
-152,-89,3
179,172,0
-74,-83,5
-55,-81,5
-149,-98,3
-38,35,2
-168,-170,4
-175,-168,4
-163,-175,4
-158,-97,3
-62,19,2
-48,32,2
-75,-67,5
13,-88,1
198,183,0
40,-82,1
165,167,0
35,-88,1
151,179,0
-166,-90,3
-165,-167,4
-8,-68,1
-176,-167,4
-61,8,2
-155,-100,3
-81,-72,5
-154,-82,3
-48,28,2
-139,-103,3
-167,-173,4
-166,-166,4
-147,-97,3
-77,-81,5
-80,-93,5
177,182,0
-67,-70,5
-172,-172,4
-82,-75,5
-33,-83,5
-49,14,2
19,-75,1
-153,-168,4
-73,-100,5
-60,-92,5
35,-64,1
21,-75,1
-72,-81,5
-157,-116,3
-47,28,2
-70,-92,5
169,185,0
-172,-175,4
-167,-158,4
27,-78,1
-176,-176,4
-84,-83,5
-163,-175,4
24,-72,1
-75,-93,5
-52,-82,5
-165,-91,3
-167,-171,4
-178,-94,3
42,175,0
-177,-168,4
-40,33,2
171,168,0
10,-86,1
167,173,0
-59,-76,5
-45,16,2
20,-99,1
-55,37,2
187,162,0
-82,-79,5
-84,-87,5
25,-81,1
12,-87,1
-46,12,2
-32,13,2
-48,13,2
-42,27,2
-172,-167,4
-58,2,2
-150,-108,3
165,158,0
-46,15,2
192,184,0
-170,-170,4
14,-77,1
-160,-162,4
175,173,0
-124,-93,3
-158,-101,3
22,-95,1
-156,-94,3
-162,-178,4
175,158,0
-155,-96,3
177,164,0
-70,-87,5
-168,-170,4
156,183,0
9,-79,1
-71,-85,5
177,161,0
-77,-94,5
-177,-172,4
-38,4,2
6,-71,1
194,154,0
168,175,0
-61,-95,5
-154,-106,3
-176,-176,4
-168,-177,4
-52,2,2
-168,-164,4
-80,-78,5
-85,-71,5
-75,-98,5
175,175,0
-61,2,2
-50,21,2
-150,-97,3
-72,-77,5
187,171,0
25,-89,1
35,-89,1
23,-87,1
-71,-81,5
-54,26,2
15,-82,1
-83,-60,5
-150,-100,3
-79,-75,5
-51,23,2
-55,-62,5
-138,-102,3
34,-75,1
174,167,0
17,-97,1
-63,-77,5
-181,-169,4
21,-88,1
11,-74,1
-80,-91,5
-168,-158,4
20,-87,1
11,-74,1
-43,27,2
-173,-173,4
-144,-96,3
-168,-106,3
-134,-91,3
8,-76,1
-169,-180,4
-172,-170,4
-169,-174,4
169,160,0
-154,-95,3
-57,33,2
-152,-100,3
195,165,0
12,-84,1
-154,-87,3
-66,-85,5
-32,4,2
-69,-90,5
-64,19,2
-163,-109,3
-153,-109,3
-66,-76,5
-77,28,2
-141,-109,3
-31,31,2
28,-64,1
174,179,0
-169,-165,4
15,-64,1
-59,-92,5
-81,-82,5
-122,-97,3
-167,-169,4
-169,-168,4
-44,12,2
-146,-84,3
-44,29,2
-153,-102,3
176,179,0
175,158,0
-179,-168,4
-166,-96,3
-66,-88,5
164,162,0
40,-92,1
-131,-95,3
-152,-97,3
8,-90,1
-140,-98,3
-58,-71,5
-29,-76,5
191,160,0
-60,27,2
21,-86,1
-34,18,2
-78,-74,5
-33,29,2
-158,-107,3
-134,-115,3
-172,-162,4
-161,-170,4
25,-82,1
-57,28,2
-59,3,2
-77,-83,5
-163,-178,4
-53,12,2
-155,-108,3
-172,-163,4
-62,19,2
11,-104,1
-179,-173,4
-83,-78,5
34,-92,1
-45,10,2
-168,-176,4
-152,-100,3
19,-66,1
170,169,0
-170,-173,4
5,-92,1
-43,10,2
174,171,0
-89,-73,5
-62,-88,5
-172,-163,4
-156,-99,3
13,-86,1
16,-84,1
-178,-170,4
23,-74,1
166,176,0
-43,18,2
-141,-91,3
173,168,0
179,181,0
-132,-112,3
191,155,0
-71,-78,5
8,-87,1
-54,13,2
-59,-75,5
-30,14,2
-149,-85,3
-161,-103,3
-158,-98,3
-163,-170,4
-147,-108,3
196,170,0
177,182,0
-67,-81,5
-144,-96,3
167,171,0
171,183,0
168,175,0
-37,17,2
18,-88,1
-149,-94,3
-165,-176,4
-167,-165,4
-125,-105,3
27,-70,1
-75,-95,5
-160,-105,3
-172,-167,4
20,-77,1
162,185,0
-172,-171,4
-158,-99,3
171,149,0
-66,9,2
29,-82,1
-146,-88,3
-65,30,2
178,171,0
-76,27,2
-72,-71,5
-52,-90,5
190,176,0
-2,-63,1
180,171,0
-140,-85,3
31,-56,1
-164,-92,3
-72,-89,5
-173,-175,4
-89,-77,5
-74,-94,5
-49,22,2
167,169,0
-59,7,2
192,154,0
185,161,0
43,-82,1
22,-73,1
-167,-158,4
193,170,0
26,-88,1
-169,-180,4
5,-95,1
-166,-167,4
-51,14,2
-150,-83,3
-71,-83,5
-61,-86,5
-76,13,2
169,172,0
-61,-2,2
-52,36,2
179,165,0
17,-87,1
-56,32,2
9,-90,1
172,166,0
194,168,0
-153,-83,3
-48,24,2
-161,-170,4
-83,-64,5
5,-52,1
186,166,0
-68,-87,5
26,-64,1
-58,29,2
15,-83,1
-169,-173,4
-71,-68,5
-75,-71,5
-50,30,2
-55,-85,5
191,160,0
171,176,0
-65,-88,5
-71,-80,5
-47,13,2
-161,-174,4
-72,-73,5
198,181,0
-76,-67,5
172,172,0
-43,19,2
-43,19,2
-1,-66,1
-159,-169,4
-49,-4,2
-136,-104,3
-62,27,2
30,-93,1
20,-73,1
-85,-77,5
-179,-176,4
-177,-165,4
-167,-171,4
-56,21,2
-64,18,2
-143,-93,3
-165,-176,4
-68,-66,5
-76,-72,5
181,166,0
-77,-78,5
-167,-166,4
-148,-82,3
-175,-180,4
-40,27,2
5,-67,1
-180,-166,4
-145,-102,3
-74,-73,5
-171,-168,4
10,-83,1
-182,-169,4
-52,24,2
-149,-91,3
183,165,0
-163,-165,4
174,179,0
31,-83,1
-183,-176,4
-68,-73,5
-172,-174,4
-3,-88,1
-172,-169,4
-53,23,2
-167,-174,4
-47,27,2
19,-87,1
186,172,0
-34,23,2
-75,-89,5
186,158,0
-158,-105,3
-154,-96,3
-141,-98,3
22,-72,1
-169,-173,4
-168,-177,4
169,156,0
190,167,0
-166,-165,4
-176,-176,4
34,-78,1
-70,-75,5
67,-166,4
26,-86,1
-82,-84,5
-173,-161,4
-153,-105,3
-139,-91,3
-171,-175,4
29,-89,1
-166,-92,3
5,-75,1
-55,-87,5
20,-71,1
-68,-78,5
30,-86,1
-168,-166,4
-150,-100,3
-49,11,2
-169,-176,4
182,154,0
13,-77,1
23,-86,1
-62,-73,5
-63,13,2
-77,-84,5
-53,20,2
-176,-164,4
-156,-107,3
21,-85,1
-56,29,2
-59,-67,5
-156,-85,3
-139,-106,3
-50,28,2
-153,-101,3
-50,2,2
-67,-72,5
-165,-177,4
-168,-174,4
-174,-168,4
184,162,0
37,-67,1
185,163,0
-169,-175,4
-46,9,2
-155,-118,3
-160,-106,3
-66,-84,5
-53,-96,5
28,-74,1
-45,12,2
25,-94,1
-167,-175,4
-83,-76,5
184,166,0
-63,25,2
-64,21,2
-168,-173,4
-48,31,2
35,-66,1
-83,-69,5
34,-76,1
172,166,0
32,-63,1
-52,25,2
5,-83,1
22,-71,1
-81,-85,5
-48,20,2
185,174,0
-140,-97,3
-78,-76,5
-177,-166,4
-142,-86,3
-167,-172,4
-148,-86,3
172,173,0
-40,7,2
187,172,0
18,-80,1
-157,-165,4
-47,12,2
-30,19,2
-69,-78,5
177,178,0
12,-70,1
-135,-79,3
175,163,0
-46,24,2
197,142,0
-163,-91,3
-165,-120,3
-147,-101,3
-65,-79,5
-62,14,2
178,153,0
180,172,0
172,195,0
-162,-88,3
18,-91,1
-169,-161,4
-170,-173,4
12,-80,1
165,165,0
-177,-172,4
-168,-173,4
-167,-168,4
