X,Y,GRUP
-68,8,2
14,-84,1
17,-79,1
-54,33,2
-160,-109,3
17,-68,1
-2,-86,1
-162,-102,3
-145,-116,3
168,169,0
25,-83,1
-51,8,2
-39,13,2
-50,31,2
-172,-171,4
-166,-169,4
179,175,0
25,-104,1
-63,8,2
-55,15,2
-162,-162,4
-51,40,2
-56,-11,2
181,162,0
-50,9,2
189,182,0
8,-90,1
13,-88,1
-139,-87,3
-179,-174,4
196,184,0
-65,1,2
-41,26,2
-152,-97,3
-175,-164,4
-59,31,2
169,169,0
33,-90,1
-156,-102,3
-169,-104,3
19,-88,1
-175,-177,4
-170,-176,4
-171,-103,3
-142,-89,3
15,-79,1
21,-75,1
192,169,0
185,173,0
178,155,0
-148,-84,3
-38,25,2
173,167,0
39,-86,1
-135,-80,3
-56,6,2
-164,-91,3
10,-89,1
-136,-94,3
-147,-107,3
-61,8,2
28,-92,1
19,-65,1
-164,-78,3
-129,-105,3
-173,-175,4
19,-105,1
-167,-170,4
-153,-105,3
13,-92,1
-172,-171,4
181,182,0
35,-67,1
-69,13,2
-59,40,2
-172,-167,4
-163,-164,4
-46,1,2
178,180,0
21,-91,1
-166,-170,4
179,178,0
-132,-86,3
4,-75,1
183,183,0
-173,-169,4
-35,20,2
166,177,0
-176,-179,4
-150,-108,3
28,-71,1
-150,-86,3
-151,-114,3
29,-80,1
-150,-112,3
-50,22,2
173,165,0
196,187,0
30,-63,1
-156,-103,3
-167,-170,4
-55,19,2
17,-82,1
31,-89,1
-164,-170,4
-146,-103,3
2,-98,1
-166,-171,4
190,178,0
26,-78,1
176,166,0
160,179,0
-59,18,2
160,156,0
20,-72,1
173,158,0
-172,-171,4
184,171,0
-148,-116,3
-159,-110,3
-161,-92,3
178,168,0
9,-85,1
9,-72,1
-150,-83,3
-167,-173,4
-170,-165,4
183,145,0
9,-79,1
192,162,0
171,163,0
7,-86,1
-166,-167,4
-155,-87,3
-171,-181,4
-48,19,2
-158,-89,3
-167,-168,4
14,-78,1
-177,-165,4
-141,-94,3
-151,-87,3
-176,-162,4
34,-87,1
-175,-174,4
-45,18,2
15,-60,1
-147,-103,3
-171,-180,4
186,160,0
190,176,0
-64,24,2
-152,-108,3
-165,-105,3
18,-86,1
148,174,0
24,-86,1
23,-94,1
-172,-178,4
170,169,0
171,182,0
-146,-107,3
-147,-89,3
-145,-105,3
11,-67,1
-172,-176,4
14,-89,1
185,171,0
163,179,0
17,-88,1
-168,-179,4
-54,27,2
187,178,0
-167,-169,4
174,164,0
-172,-167,4
-58,23,2
-44,25,2
-145,-89,3
-64,27,2
-155,-111,3
-152,-106,3
-44,13,2
19,-80,1
-144,-99,3
36,-80,1
-43,18,2
19,-95,1
163,178,0
24,-86,1
22,-80,1
28,-84,1
-163,-164,4
-62,15,2
-160,-89,3
-165,-176,4
-53,14,2
169,161,0
-40,4,2
-171,-166,4
22,-84,1
-32,25,2
-156,-165,4
17,-80,1
-38,28,2
-138,-75,3
7,-89,1
28,-93,1
185,163,0
-146,-115,3
187,175,0
-163,-164,4
184,152,0
-143,-119,3
35,-88,1
-50,46,2
-140,-90,3
177,165,0
-141,-88,3
18,-92,1
176,146,0
-179,-167,4
-39,17,2
-175,-170,4
178,150,0
10,-76,1
-164,-120,3
-51,14,2
-132,-108,3
-171,-174,4
185,176,0
-175,-178,4
191,174,0
162,162,0
-172,-179,4
-49,22,2
-172,-171,4
-148,-114,3
-166,-164,4
-44,27,2
-152,-84,3
-149,-103,3
161,162,0
168,168,0
191,184,0
-141,-111,3
-142,-101,3
-165,-81,3
179,178,0
-167,-95,3
-147,-101,3
-145,-105,3
188,160,0
-69,35,2
3,-85,1
183,192,0
-57,25,2
6,-77,1
-141,-94,3
192,182,0
-143,-91,3
4,-64,1
-156,-96,3
-153,-94,3
16,-94,1
19,-79,1
-172,-166,4
26,-89,1
24,-83,1
179,175,0
-40,24,2
-50,15,2
-30,22,2
-165,-166,4
192,162,0
-169,-178,4
-141,-97,3
-153,-91,3
197,166,0
-162,-177,4
24,-97,1
-176,-174,4
-157,-107,3
194,169,0
-45,24,2
-152,-89,3
184,171,0
173,165,0
-171,-171,4
180,156,0
24,-84,1
155,156,0
160,171,0
-173,-174,4
183,166,0
-65,28,2
-135,-101,3
13,-71,1
183,172,0
-168,-173,4
185,179,0
-171,-170,4
-163,-167,4
20,-77,1
-146,-107,3
25,-78,1
182,181,0
10,-80,1
-166,-166,4
165,159,0
-149,-107,3
-158,-95,3
180,173,0
-156,-107,3
-50,192,0
-168,-171,4
195,156,0
166,176,0
172,177,0
-173,-166,4
14,-96,1
30,-84,1
-143,-100,3
177,166,0
198,174,0
-53,47,2
-54,18,2
22,-74,1
-51,-2,2
-54,11,2
21,-87,1
-56,28,2
3,-79,1
194,175,0
22,-76,1
-166,-172,4
41,-72,1
27,-70,1
-54,20,2
-52,13,2
27,-74,1
30,-80,1
-46,26,2
-49,34,2
-55,5,2
-41,7,2
164,175,0
-173,-169,4
184,163,0
29,-83,1
27,-88,1
-156,-105,3
-27,7,2
-43,12,2
-176,-174,4
-142,-96,3
12,-93,1
-40,13,2
-172,-173,4
-46,27,2
-155,-92,3
-178,-167,4
14,-90,1
18,-86,1
-171,-165,4
12,-85,1
185,154,0
-51,9,2
-143,-88,3
-173,-169,4
-166,-168,4
-171,-171,4
26,-76,1
-45,18,2
-162,-96,3
9,-83,1
31,-79,1
-51,19,2
-36,18,2
39,-82,1
-60,29,2
-61,20,2
-146,-100,3
-60,21,2
-37,12,2
190,163,0
-156,-84,3
-139,-115,3
-168,-169,4
172,168,0
26,-92,1
-157,-173,4
191,171,0
182,172,0
-171,-173,4
-50,16,2
174,153,0
173,153,0
12,-73,1
-146,-136,3
177,180,0
-59,3,2
180,173,0
171,177,0
-161,-101,3
178,178,0
184,161,0
174,165,0
-151,-91,3
198,168,0
35,-72,1
8,-77,1
179,163,0
190,186,0
30,-86,1
-169,-169,4
-164,-112,3
-167,-170,4
-155,-103,3
-126,-102,3
-56,29,2
-171,-175,4
-177,-172,4
-176,-172,4
21,-66,1
-161,-92,3
-179,-172,4
30,-85,1
167,178,0
173,171,0
185,166,0
188,182,0
-168,-169,4
-162,-103,3
182,167,0
181,182,0
22,-71,1
180,176,0
-124,-101,3
187,178,0
11,-65,1
-167,-166,4
-175,-170,4
188,148,0
174,164,0
179,176,0
171,153,0
176,173,0
27,-99,1
-52,12,2
192,157,0
-174,-175,4
-120,-100,3
173,165,0
-172,-101,3
26,-76,1
-165,-99,3
13,-84,1
-145,-95,3
-47,28,2
189,163,0
191,168,0
182,167,0
-56,22,2
-45,32,2
18,-59,1
-165,-178,4
-153,-102,3
20,-84,1
178,172,0
-173,-102,3
33,-84,1
24,-69,1
-149,-96,3
177,176,0
-154,-93,3
-44,26,2
-171,-170,4
-20,16,2
-139,-98,3
-169,-168,4
184,160,0
-144,-81,3
34,-86,1
-177,-171,4
-158,-105,3
5,-69,1
-139,-90,3
-169,-181,4
-138,-79,3
163,166,0
5,-76,1
181,185,0
181,177,0
-45,16,2
-163,-169,4
-44,30,2
157,188,0
-36,-5,2
9,-69,1
-151,-105,3
31,-73,1
-167,-158,4
-178,-171,4
-149,-104,3
-172,-171,4
-67,28,2
-176,-162,4
35,-73,1
14,-90,1
-171,-172,4
0,-74,1
-165,-102,3
-169,-171,4
-153,-99,3
-40,24,2
-26,30,2
194,176,0
24,-97,1
-59,21,2
-66,20,2
173,178,0
11,-72,1
-140,-113,3
21,-85,1
-144,-94,3
197,154,0
-156,-173,4
27,-82,1
-49,44,2
-43,17,2
-49,19,2
-30,21,2
10,-79,1
-149,-117,3
-135,-93,3
187,169,0
32,-82,1
1,-99,1
18,-87,1
169,171,0
19,-84,1
197,159,0
45,-83,1
-44,14,2
-179,-175,4
-177,-172,4
-168,-172,4
17,-73,1
177,158,0
-30,32,2
-159,-97,3
-129,-96,3
-169,-170,4
194,172,0
22,-107,1
-57,8,2
24,-78,1
-41,26,2
-158,-101,3
170,167,0
-149,-91,3
179,171,0
2,-90,1
-162,-93,3
186,167,0
3,-85,1
-57,28,2
-177,-167,4
33,-83,1
-148,-100,3
-45,36,2
19,-91,1
174,183,0
19,-83,1
-176,-169,4
-46,25,2
23,-84,1
-60,32,2
-174,-169,4
-166,-167,4
-169,-169,4
-48,10,2
-167,-167,4
184,185,0
18,-84,1
21,-77,1
-148,-83,3
-170,-181,4
-136,-95,3
-31,26,2
-163,-169,4
-168,-171,4
180,186,0
-53,25,2
-137,-90,3
-49,34,2
179,171,0
165,183,0
174,183,0
-151,-92,3
11,-73,1
-156,-99,3
-171,-172,4
9,-75,1
-143,-106,3
11,-73,1
-173,-175,4
170,106,0
-175,-94,3
-172,-165,4
186,165,0
2,-70,1
-157,-80,3
174,175,0
-153,-116,3
-159,-91,3
35,-108,1
-35,20,2
177,172,0
186,183,0
181,171,0
180,188,0
-60,30,2
-148,-84,3
34,-70,1
-170,-119,3
12,-52,1
-164,-114,3
-55,30,2
-50,11,2
181,177,0
-50,5,2
-171,-167,4
182,180,0
-164,-175,4
-145,-90,3
-147,-99,3
16,-63,1
-138,-92,3
-168,-176,4
-51,20,2
-155,-87,3
-171,-166,4
184,154,0
-62,11,2
16,-90,1
17,-70,1
10,-96,1
29,-80,1
172,161,0
-171,-157,4
3,-95,1
26,-77,1
-168,-166,4
-37,34,2
190,191,0
33,-66,1
193,176,0
-58,10,2
-144,-86,3
191,171,0
16,-75,1
-145,-98,3
-163,-165,4
185,167,0
25,-82,1
-42,24,2
-69,12,2
-132,-112,3
-169,-168,4
172,154,0
-173,-169,4
174,160,0
-157,-87,3
-176,-173,4
-164,-177,4
165,139,0
-170,-177,4
1,-87,1
-174,-171,4
-155,-100,3
6,-96,1
-167,-176,4
186,182,0
-144,-88,3
-152,-91,3
189,176,0
186,157,0
-152,-104,3
188,161,0
164,162,0
-154,-101,3
181,165,0
-151,-86,3
-173,-171,4
191,162,0
-154,-102,3
29,-64,1
-149,-117,3
9,-72,1
180,167,0
180,146,0
184,173,0
31,-86,1
189,186,0
14,-79,1
29,-96,1
-160,-93,3
-53,29,2
-168,-173,4
30,-79,1
191,173,0
-169,-175,4
188,166,0
175,172,0
-161,-174,4
179,168,0
-170,-91,3
185,181,0
-171,-172,4
-157,-110,3
187,177,0
190,173,0
162,174,0
-170,-167,4
182,168,0
186,160,0
-53,13,2
-151,-95,3
-155,-93,3
-169,-166,4
-159,-171,4
-175,-179,4
188,167,0
16,-75,1
-56,19,2
184,169,0
-131,-109,3
-166,-164,4
-168,-167,4
-61,22,2
189,157,0
-35,8,2
-42,26,2
19,-71,1
-173,-168,4
180,180,0
-159,-97,3
175,182,0
-55,28,2
-59,31,2
-175,-169,4
-50,20,2
23,-94,1
-171,-166,4
-41,14,2
-147,-112,3
-152,-109,3
-41,41,2
186,181,0
-170,-176,4
178,152,0
162,175,0
185,175,0
198,169,0
-141,-86,3
-170,-167,4
11,-66,1
186,148,0
10,-50,1
-164,-104,3
-154,-92,3
-175,-164,4
-158,-101,3
-166,-167,4
-167,-172,4
-168,-170,4
193,167,0
-144,-101,3
24,-83,1
18,-79,1
32,-76,1
4,-68,1
15,-67,1
-137,-83,3
-43,19,2
-139,-110,3
-41,3,2
188,165,0
184,167,0
-135,-94,3
167,167,0
-166,-96,3
38,-93,1
-157,-125,3
185,166,0
172,186,0
29,-90,1
-161,-175,4
14,-88,1
29,-77,1
-164,-172,4
171,163,0
9,-69,1
-149,-117,3
-62,21,2
-65,19,2
188,162,0
23,-76,1
6,-82,1
-65,3,2
-173,-161,4
18,-81,1
-166,-167,4
-46,6,2
-57,14,2
-138,-80,3
-174,-171,4
12,-89,1
175,187,0
-57,22,2
-138,-104,3
-166,-170,4
27,-94,1
-168,-166,4
17,-77,1
193,184,0
32,-69,1
-143,-82,3
-42,35,2
-160,-105,3
-165,-164,4
-173,-163,4
-43,23,2
-169,-106,3
-161,-170,4
-172,-171,4
183,169,0
176,181,0
-171,-169,4
-68,18,2
175,157,0
-167,-99,3
-141,-107,3
-44,25,2
165,171,0
-179,-172,4
-173,-96,3
28,-78,1
-175,-165,4
33,-67,1
171,170,0
18,-73,1
-159,-97,3
-172,-167,4
187,169,0
-144,-98,3
21,-68,1
181,178,0
-170,-170,4
-128,-78,3
-167,-171,4
-137,-100,3
26,-88,1
-166,-165,4
-147,-110,3
-174,-168,4
-173,-167,4
-166,-173,4
15,-76,1
-157,-165,4
-155,-88,3
187,165,0
-172,-171,4
-152,-102,3
40,-93,1
-168,-169,4
-170,-167,4
-56,29,2
173,169,0
180,167,0
176,178,0
3,-78,1
38,-92,1
190,168,0
183,191,0
32,-92,1
-56,20,2
-53,19,2
-61,19,2
-48,17,2
-170,-169,4
-59,29,2
174,172,0
-171,-171,4
-150,-94,3
-141,-109,3
-44,21,2
191,163,0
175,147,0
180,157,0
-44,12,2
-42,10,2
11,-94,1
-167,-173,4
-173,-171,4
-179,-170,4
26,-84,1
-165,-168,4
-44,22,2
28,-69,1
26,-93,1
-166,-165,4
-57,26,2
30,-99,1
26,-95,1
21,-75,1
-51,18,2
-173,-174,4
34,-103,1
-167,-165,4
-173,-182,4
-139,-110,3
20,-84,1
-162,-173,4
-163,-173,4
34,-79,1
-163,-95,3
-144,-82,3
-171,-174,4
-133,-74,3
-41,18,2
-166,-168,4
-64,14,2
-50,3,2
28,-62,1
10,-93,1
-167,-106,3
-171,-177,4
-174,-171,4
184,161,0
-148,-80,3
-57,16,2
-166,-168,4
195,169,0
31,-85,1
-177,-171,4
-37,16,2
-130,-101,3
-161,-169,4
175,179,0
-54,7,2
-137,-91,3
-41,29,2
168,183,0
30,-81,1
19,-78,1
-167,-177,4
36,-81,1
-52,24,2
170,177,0
27,-88,1
-145,-121,3
190,163,0
-137,-104,3
-173,-175,4
-169,-171,4
-166,-173,4
26,-75,1
34,-79,1
26,-80,1
-170,-161,4
-78,20,2
-174,-173,4
168,158,0
-173,-163,4
-162,-165,4
24,-67,1
-170,-165,4
179,168,0
-53,18,2
181,149,0
13,-81,1
12,-78,1
-135,-105,3
179,180,0
-167,-170,4
-129,-103,3
-57,15,2
-153,-121,3
-171,-170,4
27,-69,1
163,167,0
161,187,0
-47,13,2
-54,24,2
-138,-94,3
-169,-170,4
-49,38,2
-61,14,2
181,173,0
185,170,0
28,-69,1
-163,-88,3
-178,-169,4
12,-61,1
-162,-95,3
-162,-98,3
175,188,0
-55,20,2
6,-78,1
-168,-176,4
15,-99,1
188,177,0
-154,-96,3
13,-81,1
176,157,0
-158,-117,3
5,-67,1
-50,26,2
-169,-171,4
-149,-105,3
20,-81,1
-61,27,2
22,-79,1
186,167,0
-49,15,2
29,-90,1
186,167,0
23,-75,1
160,177,0
-168,-166,4
-147,-86,3
165,175,0
-31,31,2
-56,11,2
190,182,0
17,-63,1
-165,-173,4
-127,-94,3
29,-77,1
190,181,0
186,169,0
27,-72,1
-159,-95,3
-138,-104,3
189,173,0
-65,20,2
-153,-165,4
-52,13,2
-153,-93,3
-173,-168,4
-55,37,2
-40,20,2
-36,4,2
171,176,0
14,-85,1
-159,-101,3
-51,19,2
-147,-111,3
-162,-174,4
21,-88,1
-153,-114,3
-43,36,2
-168,-171,4
198,167,0
-40,2,2
33,-82,1
-149,-112,3
-165,-163,4
20,-64,1
186,192,0
176,167,0
184,-56,0
168,171,0
-134,-115,3
167,166,0
-149,-112,3
-153,-95,3
-168,-166,4
186,176,0
-171,-172,4
-146,-93,3
191,175,0
-47,3,2
-173,-164,4
19,-83,1
25,-77,1
-167,-171,4
27,-77,1
167,166,0
-145,-113,3
-54,41,2
-42,16,2
17,-58,1
-174,-170,4
-168,-176,4
16,-73,1
183,171,0
181,180,0
-177,-156,4
-160,-98,3
-167,-171,4
-46,14,2
16,-67,1
-180,-170,4
-59,43,2
-46,30,2
-169,-174,4
-174,-168,4
-138,-105,3
-169,-169,4
21,-87,1
23,-65,1
189,157,0
176,166,0
-48,17,2
-38,42,2
21,-74,1
-48,30,2
170,171,0
-177,-163,4
-55,9,2
25,-66,1
-170,-175,4
-149,-92,3
-139,-96,3
-64,5,2
23,-82,1
-181,-89,3
167,165,0
-145,-100,3
27,-60,1
-46,39,2
-173,-167,4
178,174,0
-160,-183,4
-178,-175,4
-154,-83,3
-174,-167,4
-179,-171,4
-50,-13,2
-161,-165,4
-169,-162,4
-158,-91,3
-26,17,2
32,-82,1
-171,-172,4
-160,-103,3
-168,-175,4
-59,15,2
30,-70,1
-58,32,2
16,-75,1
177,158,0
-155,-110,3
176,171,0
-56,32,2
-67,16,2
185,158,0
177,173,0
-164,-174,4
25,-98,1
-51,11,2
-160,-161,4
183,187,0
186,180,0
-141,-88,3
-173,-165,4
-165,-106,3
179,163,0
-145,-106,3
185,155,0
-56,35,2
-174,-174,4
171,165,0
-154,-84,3
189,165,0
171,189,0
-163,-100,3
-143,-110,3
-174,-164,4
-142,-90,3
182,175,0
21,-70,1
-142,-92,3
27,-78,1
-139,-109,3
179,146,0
173,167,0
-167,-170,4
-158,-107,3
-137,-96,3
-162,-158,4
-154,-105,3
-52,15,2
-168,-169,4
30,-90,1
175,176,0
-170,-175,4
-157,-97,3
25,-65,1
28,-88,1
-148,-94,3
-168,-161,4
-181,-169,4
-180,-171,4
-154,-87,3
32,-88,1
37,-99,1
4,-76,1
-167,-176,4
23,-84,1
-159,-90,3
-158,-101,3
-79,4,2
-143,-109,3
-49,17,2
189,171,0
177,175,0
25,-81,1
190,154,0
-59,17,2
28,-79,1
-163,-170,4
19,-96,1
-172,-176,4
178,167,0
174,167,0
184,180,0
-46,27,2
-42,13,2
-47,27,2
15,-87,1
-36,16,2
13,-81,1
-137,-91,3
-172,-102,3
-170,-176,4
18,-77,1
181,165,0
167,176,0
-143,-97,3
-167,-107,3
-172,-173,4
-49,36,2
-45,31,2
27,-74,1
-118,-92,3
18,-74,1
-169,-170,4
24,-67,1
-176,-171,4
-42,37,2
25,-79,1
-39,6,2
-163,-95,3
-44,28,2
-163,-86,3
-56,12,2
-142,-111,3
-169,-104,3
-46,19,2
-60,17,2
-173,-166,4
-169,-171,4
-161,-109,3
-172,-166,4
-159,-99,3
-166,-175,4
-164,-93,3
-169,-160,4
-173,-81,3
29,-91,1
33,-88,1
-24,14,2
175,171,0
-52,38,2
162,167,0
-179,-166,4
187,174,0
-170,-174,4
173,177,0
-141,-111,3
183,181,0
16,-70,1
-46,41,2
24,-92,1
-57,7,2
-169,-168,4
18,-58,1
192,174,0
-159,-85,3
39,-86,1
-39,4,2
17,-88,1
-141,-113,3
5,-56,1
-163,-174,4
-131,-104,3
-49,18,2
-50,25,2
-3,-90,1
168,169,0
-59,20,2
-38,12,2
-38,22,2
6,-72,1
-54,40,2
-165,-164,4
-164,-174,4
-165,-168,4
-48,16,2
194,162,0
-163,-169,4
-51,26,2
29,-81,1
-152,-108,3
-171,-172,4
-158,-97,3
187,153,0
-168,-164,4
189,175,0
-156,-93,3
30,-79,1
-177,-93,3
34,-68,1
-39,18,2
-46,17,2
-168,-169,4
-49,8,2
183,156,0
15,-74,1
167,174,0
-54,35,2
-53,25,2
-159,-172,4
194,167,0
184,189,0
-153,-120,3
-186,-176,4
15,-81,1
173,189,0
-41,34,2
-153,-99,3
-178,-161,4
-173,-168,4
-174,-178,4
160,166,0
23,-87,1
183,163,0
-63,8,2
12,-73,1
19,-88,1
17,-84,1
13,-82,1
-36,29,2
18,-86,1
-43,24,2
-158,-161,4
-58,15,2
-152,-83,3
178,179,0
14,-87,1
8,-77,1
176,171,0
-170,-167,4
-142,-103,3
32,-77,1
-163,-172,4
-57,17,2
170,180,0
194,169,0
18,-97,1
178,155,0
28,-80,1
-169,-170,4
7,-90,1
165,168,0
-172,-172,4
-64,16,2
-39,39,2
24,-97,1
-56,36,2
-171,-98,3
161,172,0
13,-88,1
-51,28,2
-51,17,2
-169,-166,4
183,178,0
14,-93,1
-124,-93,3
31,-89,1
30,-94,1
188,172,0
-164,-168,4
-62,13,2
9,-87,1
181,170,0
-46,18,2
28,-88,1
-152,-73,3
12,-73,1
27,-77,1
-167,-112,3
186,173,0
-135,-109,3
19,-72,1
-56,10,2
163,169,0
-177,-166,4
-155,-102,3
-41,31,2
-153,-102,3
-153,-103,3
177,170,0
197,166,0
-184,-162,4
-168,-167,4
169,178,0
179,184,0
-131,-114,3
183,158,0
-164,-169,4
13,-64,1
15,-83,1
191,153,0
-47,25,2
186,169,0
-173,-167,4
-175,-168,4
18,-69,1
-68,-12,2
-46,25,2
-172,-166,4
2,-87,1
-141,-102,3
14,-67,1
-167,-163,4
-62,23,2
178,161,0
19,-81,1
-141,-99,3
174,183,0
30,-75,1
170,170,0
159,170,0
-174,-169,4
-71,36,2
176,162,0
27,-78,1
-170,-174,4
-55,14,2
-51,21,2
-177,-168,4
183,166,0
-57,15,2
-171,-168,4
182,171,0
38,-92,1
-172,-176,4
25,-70,1
-174,-164,4
182,177,0
-146,-90,3
-176,-173,4
-53,11,2
0,-88,1
-175,-174,4
-147,-106,3
-163,-90,3
-143,-124,3
-40,27,2
-165,-166,4
193,167,0
-167,-180,4
24,-100,1
-150,-112,3
5,-91,1
-71,42,2
187,173,0
20,-71,1
-57,17,2
181,176,0
29,-72,1
181,174,0
6,-88,1
-28,3,2
-164,-168,4
-173,-172,4
-50,16,2
23,-80,1
-31,35,2
180,154,0
-57,15,2
199,173,0
-145,-99,3
-143,-99,3
-167,-172,4
38,-85,1
-145,-82,3
166,172,0
31,-90,1
-42,13,2
180,174,0
-50,40,2
179,160,0
-68,-143,2
-174,-179,4
-151,-107,3
-139,-113,3
188,149,0
185,174,0
-47,19,2
160,159,0
-163,-106,3
-172,-176,4
190,173,0
-51,18,2
-61,-14,2
-163,-172,4
44,-80,1
-25,20,2
-171,-171,4
176,169,0
176,155,0
167,175,0
-71,14,2
-134,-117,3
23,-62,1
33,-78,1
-160,-171,4
10,-85,1
-167,-173,4
-147,-124,3
-162,-181,4
-161,-168,4
-165,-174,4
-149,-91,3
-56,13,2
184,162,0
-151,-111,3
-55,12,2
172,183,0
-53,1,2
35,-82,1
182,161,0
-170,-174,4
-170,-163,4
-39,25,2
-40,12,2
-55,38,2
-175,-179,4
-174,-161,4
194,167,0
-131,-108,3
-150,-103,3
-179,-170,4
28,-76,1
-139,-104,3
-52,10,2
-164,-86,3
19,-85,1
-173,-180,4
-177,-174,4
-38,14,2
-144,-106,3
-168,-165,4
9,-71,1
179,179,0
-166,-166,4
-177,-172,4
26,-95,1
-171,-95,3
-153,-90,3
-149,-95,3
-160,-92,3
-157,-98,3
-148,-98,3
179,164,0
-166,-172,4
-65,8,2
24,-79,1
-170,-181,4
16,-77,1
20,-74,1
-51,6,2
163,177,0
-161,-172,4
21,-85,1
182,171,0
-158,-102,3
181,152,0
33,-87,1
25,-64,1
-162,-118,3
183,184,0
-154,-87,3
-172,-178,4
175,163,0
171,167,0
15,-83,1
-163,-169,4
17,-80,1
-169,-170,4
185,163,0
-50,20,2
-165,-168,4
-48,27,2
-54,13,2
-148,-111,3
-167,-167,4
181,171,0
183,156,0
-167,-165,4
-153,-114,3
-44,0,2
-167,-171,4
-168,-175,4
179,153,0
-60,16,2
34,-72,1
-164,-174,4
-138,-100,3
-174,-181,4
-171,-162,4
-50,29,2
29,-90,1
-54,12,2
-169,-173,4
-167,-174,4
-44,24,2
184,181,0
9,-76,1
35,-62,1
-142,-110,3
22,-71,1
13,-69,1
-154,-117,3
-179,-175,4
-66,32,2
-175,-168,4
-167,-172,4
-144,-73,3
13,-95,1
-156,-117,3
-151,-106,3
-49,29,2
-61,19,2
-51,27,2
194,181,0
-145,-115,3
-179,-172,4
-59,10,2
38,-88,1
-143,-101,3
-59,21,2
-134,-110,3
-56,21,2
179,166,0
-169,-169,4
-151,-105,3
-159,-87,3
-51,25,2
-47,25,2
171,175,0
194,176,0
-168,-167,4
193,174,0
190,172,0
186,167,0
-161,-104,3
26,-90,1
-55,26,2
189,168,0
169,167,0
-178,-109,3
195,173,0
-172,-163,4
14,-90,1
0,-65,1
25,-68,1
-175,-177,4
189,174,0
-47,19,2
175,180,0
186,169,0
-174,-168,4
8,-84,1
-151,-96,3
-172,-160,4
-56,10,2
-173,-164,4
-166,-102,3
-49,16,2
15,-86,1
184,157,0
20,-87,1
-138,-89,3
-162,-110,3
177,187,0
20,-81,1
-146,-107,3
181,168,0
-180,-175,4
26,-68,1
21,-82,1
-146,-113,3
18,-74,1
-173,-173,4
11,-94,1
-40,26,2
169,172,0
-164,-174,4
-145,-108,3
-58,1,2
12,-68,1
-142,-120,3
-157,-86,3
18,-78,1
-44,28,2
23,-84,1
